Cell-10	Cdc42	1.000748	0.995352	1.003132	1.000595	1.000192	1.001741	1.003669	1.005965	1.005503	1.010009	1.004652	1.004805	1.020904	1.071681	1.10283	1.102509	1.095298	1.082234	1.068696	1.064736	1.074442	1.080841	1.086166	1.087612	1.099373	1.099683	1.094807	1.096187	1.095545	1.089215	1.088405	1.084382	1.082803	1.076195	1.077363	1.071498	1.069439	1.06135	1.062128	1.056347	1.054538	1.061464	1.055935	1.053119	1.056587	1.0606	1.046862	1.053464	1.058214	1.051532	1.048899	1.045271	1.049673	1.048124	1.042995	1.048063	1.040656	1.043349	1.043678	1.040106	1.03641	1.036396	1.037012	1.035163	1.03654	1.038675	1.037304	1.033932	1.041208	1.040352	1.041113	1.034883	1.038079	1.035475	1.035532	1.02992	1.034315	1.035244	1.036364	1.031752	1.028621	1.030771	1.028817	1.035012	1.031987	1.037359	1.034607	1.035664	1.033568	1.028267	1.026445	1.024775	1.022467	1.025018	1.021061	1.020176	1.01827	1.02396	1.020542	1.017856	1.016495	1.019137	1.020273	1.019442	1.013883	1.01964	1.023588	1.022515	1.014509	1.015845	1.01784	1.021174	1.018988	1.011657	1.017606	1.013324	1.015558	1.020296	1.01518	1.021361	1.013033
Cell-11	Cdc42	1.001506	0.9962637	1.001552	1.001776	0.9989264	0.9989417	0.998541	1.001087	0.999691	1.004767	0.9992133	0.999886	1.013372	1.040544	1.048964	1.049942	1.040685	1.025953	1.009268	1.000532	1.002513	1.007535	1.017716	1.027116	1.046958	1.053437	1.053991	1.057826	1.058849	1.054114	1.056359	1.056158	1.057298	1.048874	1.053233	1.047039	1.050427	1.039274	1.040822	1.036135	1.033476	1.033813	1.031896	1.026563	1.02998	1.034953	1.023669	1.026622	1.033649	1.024937	1.022342	1.018172	1.022594	1.018899	1.017207	1.021223	1.016805	1.016033	1.016811	1.013956	1.011082	1.010197	1.01227	1.00916	1.015003	1.015245	1.014017	1.011636	1.014898	1.014997	1.014887	1.009456	1.015935	1.017068	1.020818	1.016238	1.020564	1.020906	1.018474	1.01541	1.011632	1.012008	1.009748	1.016557	1.0136	1.019561	1.016174	1.018117	1.015425	1.010558	1.010372	1.008958	1.009177	1.01428	1.00871	1.00982	1.008265	1.013989	1.014616	1.012062	1.008914	1.011064	1.013099	1.010282	1.009559	1.014094	1.019814	1.016856	1.0105	1.011689	1.01167	1.009751	1.006144	0.9990197	1.006204	1.002407	1.002617	1.007392	1.003018	1.013065	1.009166
Cell-12	Cdc42	1.005785	0.9972004	0.9942397	1.003522	0.999366	1.002809	0.9999263	1.005946	1.011135	1.000128	1.01023	1.005417	1.014327	1.057266	1.072204	1.066595	1.046963	1.034807	1.02357	1.020465	1.009561	1.008203	0.9995766	0.9916965	0.9885249	0.988606	0.9891913	0.9983071	0.9909235	0.9934142	0.9921352	0.992967	0.9942074	0.9940481	0.9942018	0.9932926	0.9901616	0.9922932	0.991212	0.9864355	0.9950754	0.9853891	0.9884154	0.9875685	0.9883872	0.9846198	0.9846974	0.9847909	0.9789715	0.9811237	0.9777964	0.9763754	0.9720191	0.9790976	0.9755322	0.9693741	0.9712551	0.972518	0.9657441	0.9701488	0.9627835	0.9698278	0.9685036	0.9645867	0.969169	0.9667646	0.9672805	0.9716842	0.9640798	0.9694122	0.9707542	0.9691548	0.9687882	0.9649792	0.9612794	0.9584038	0.9642056	0.962181	0.9633523	0.9598144	0.9638248	0.9602628	0.955102	0.9563397	0.9533083	0.959136	0.9519274	0.9572511	0.9520139	0.9500915	0.948956	0.9556039	0.950528	0.9482554	0.9549063	0.9558219	0.953792	0.9531884	0.947441	0.9452224	0.9458224	0.9447875	0.9393605	0.942103	0.9445385	0.9413728	0.9410778	0.9463138	0.9395264	0.9409731	0.9367147	0.9457789	0.9339915	0.9404831	0.9406223	0.9331682	0.942827	0.942076	0.9383993	0.9430135	0.9375514
Cell-13	Cdc42	1.011188	0.9894263	0.9921575	1.010215	0.9974161	1.007035	1.001225	1.007878	1.016964	0.9932653	1.00894	1.003481	1.026766	1.114249	1.136723	1.14192	1.113705	1.113164	1.114279	1.104354	1.08335	1.07753	1.055141	1.04163	1.030984	1.028319	1.025432	1.040496	1.026939	1.018529	1.022911	1.023772	1.02352	1.025277	1.026161	1.018325	1.009138	1.014145	1.008507	1.004712	1.020126	1.005935	1.0132	1.018229	1.022473	1.012251	1.011973	1.010418	0.9993532	0.997826	0.9993376	0.9934787	0.9923983	1.002233	0.9940576	0.9948511	0.9866572	0.9924256	0.9835647	0.9909923	0.9811584	0.9851286	0.9919242	0.9878927	0.9943055	0.9937878	0.9915837	1.007438	0.9843714	1.000251	1.007187	0.9979312	0.99567	0.9945614	0.9915804	0.9822565	0.996162	0.9860097	0.9936866	0.9964058	1.004338	0.9996087	0.981146	0.9971392	0.9852678	0.9923046	0.9868176	1.005438	0.9873769	0.9896409	0.990311	0.9904796	0.9836397	0.9852929	1.007234	1.00198	0.9954718	1.00194	0.99432	0.986073	0.9902268	0.9892142	0.9728	0.9820935	0.9812694	0.9776796	0.9810193	0.991883	0.9793018	0.9775079	0.977529	0.9900156	0.9672645	0.9768419	0.9876235	0.9774898	0.9923059	0.9924313	0.977734	0.9823179	0.9826289
Cell-14	Cdc42	1.014723	1.004496	1.007361	0.9910634	0.9829283	0.9790479	0.9800358	0.9917637	0.9874356	0.9907459	0.9929791	0.9936553	1.034135	1.112273	1.136349	1.142235	1.135846	1.108033	1.111103	1.109565	1.10018	1.107061	1.114163	1.128539	1.139396	1.138944	1.134588	1.140736	1.136992	1.134184	1.122094	1.110384	1.099404	1.078354	1.067077	1.04906	1.040469	1.030615	1.023351	1.025423	1.022075	1.023361	1.017306	1.023647	1.032639	1.029995	1.031534	1.027308	1.035282	1.040508	1.043623	1.038742	1.032914	1.033378	1.036913	1.037118	1.028248	1.040335	1.034287	1.035546	1.033909	1.040726	1.048988	1.038904	1.04731	1.040495	1.040032	1.030545	1.035884	1.026614	1.023355	1.018651	1.016954	1.012876	1.023068	1.016152	1.024512	1.010862	1.014911	1.013889	1.018079	1.011618	1.012301	1.013075	1.020272	1.016622	1.024657	1.019182	1.020229	1.024151	1.011126	1.01954	1.008971	1.017623	1.000034	0.9960705	0.9867046	0.9891794	0.9970165	0.9893004	0.9865527	0.9910928	0.999616	1.003334	0.986784	0.9926872	0.9952687	0.9861956	0.9991502	0.9972636	0.9960941	0.9932537	1.001425	0.9867994	1.000284	0.9986028	1.002658	0.9971984	0.9948548	1.000222	0.9941622
Cell-15	Cdc42	1.008939	1.002604	1.002989	0.994302	0.9912844	0.9861535	0.9840785	0.9964815	0.9934517	0.9950312	0.9978522	0.9996405	1.027137	1.08802	1.108829	1.118407	1.121253	1.10534	1.111424	1.11548	1.115719	1.134287	1.144823	1.15918	1.163398	1.162916	1.159031	1.160103	1.147777	1.137607	1.122251	1.110892	1.095434	1.074875	1.067711	1.048886	1.042291	1.039448	1.034683	1.036783	1.036738	1.042633	1.03675	1.043608	1.04925	1.05258	1.056768	1.058151	1.062698	1.069109	1.077277	1.070375	1.072254	1.079092	1.083217	1.08849	1.081542	1.092607	1.089048	1.091829	1.094858	1.097011	1.103493	1.0943	1.098309	1.085207	1.079684	1.070402	1.072008	1.063808	1.063353	1.059009	1.058355	1.057572	1.063334	1.055222	1.065723	1.058866	1.06257	1.057807	1.060689	1.055523	1.056372	1.051792	1.055901	1.048849	1.059701	1.057173	1.061792	1.067452	1.06203	1.066502	1.056699	1.061373	1.049016	1.045246	1.03775	1.037039	1.040885	1.035005	1.031216	1.036061	1.040517	1.047298	1.033081	1.037581	1.037028	1.030186	1.040002	1.04003	1.045166	1.039972	1.049729	1.035625	1.041318	1.037015	1.040807	1.035705	1.038203	1.044784	1.0318
Cell-16	Cdc42	1.003241	0.9978889	1.000964	0.9942904	1.003713	1.00596	1.003667	1.002034	1.003389	0.996653	0.995156	1.003302	0.9999792	1.009683	1.012091	1.01384	1.023433	1.034367	1.058126	1.047686	1.040278	1.034726	1.027079	1.033196	1.032091	1.033178	1.033286	1.045068	1.059224	1.06501	1.058267	1.061532	1.055355	1.070885	1.067197	1.068789	1.072398	1.066535	1.065855	1.055787	1.054265	1.058143	1.063335	1.06441	1.053747	1.044373	1.043538	1.040307	1.043201	1.040359	1.041269	1.047281	1.048513	1.039596	1.048665	1.039449	1.030303	1.039272	1.037806	1.039477	1.033942	1.035879	1.030942	1.02604	1.015884	1.016554	1.028582	1.026976	1.033942	1.03021	1.026754	1.026662	1.022165	1.028592	1.031331	1.01927	1.025463	1.028735	1.029892	1.027877	1.022529	1.024885	1.030967	1.023075	1.033016	1.029005	1.025756	1.023566	1.020004	1.015738	1.00641	1.009214	1.02265	1.011821	1.021833	1.017728	1.017825	1.018888	1.008937	1.010523	1.007328	1.007012	1.004658	1.010646	1.008681	1.012632	1.004679	1.006217	1.003613	1.009982	1.003116	1.012545	1.011067	1.007485	1.004078	1.002443	0.9976459	0.9962198	1.000575	1.004124	1.008735
Cell-17	Cdc42	1.006872	0.9970717	0.9984493	0.9932356	1.004556	1.00653	1.005808	1.003388	1.005391	1.001842	1.002768	1.006971	1.003706	1.014391	1.015534	1.022438	1.037203	1.060696	1.079324	1.069274	1.059618	1.048515	1.042169	1.044742	1.042927	1.04327	1.045162	1.048514	1.060566	1.07332	1.06506	1.066901	1.058423	1.071373	1.065473	1.06585	1.068368	1.068912	1.075791	1.056814	1.057196	1.055754	1.055844	1.052961	1.045093	1.046213	1.054393	1.056546	1.058229	1.056349	1.053192	1.056944	1.052123	1.042629	1.050293	1.04582	1.037624	1.040783	1.035481	1.036981	1.029	1.030105	1.0291	1.027278	1.028486	1.027987	1.030881	1.033427	1.034593	1.026682	1.017339	1.021071	1.01559	1.022337	1.022439	1.016697	1.021131	1.0297	1.024822	1.023842	1.019962	1.0257	1.029112	1.019704	1.024555	1.015186	1.009929	1.012919	1.009189	1.008506	1.000708	1.009907	1.021135	1.012179	1.020328	1.00973	1.011643	1.010119	1.001175	1.003431	1.001655	0.9993644	0.9995623	1.007821	1.008148	1.016919	1.009682	1.010915	0.9997125	1.004901	0.9908316	1.005353	0.9983379	0.9954863	1.001386	1.000239	0.9950966	0.9829703	0.9852642	0.9866166	0.9892171
Cell-18	Cdc42	1.001929	0.9993551	0.9968905	1.005905	0.9959676	1.007057	0.9987986	0.9949598	1.007319	0.9909142	1.011326	1.016843	1.037629	1.066922	1.067787	1.064194	1.044876	1.041212	1.027142	1.011205	1.011041	1.002907	0.9973862	0.9897037	0.9881197	0.9947624	0.9995714	1.000532	1.006307	1.012844	0.9977744	1.00783	1.001436	1.010578	1.010921	1.006282	1.008057	1.002777	1.013046	1.015615	1.028042	1.018732	1.024119	1.016602	1.01577	1.015435	1.018445	1.018931	1.01809	1.011914	1.022898	1.017223	1.011007	1.011259	1.018498	1.006944	1.003278	1.01359	1.011719	0.9997716	1.001575	1.008723	1.010621	1.009222	1.010217	1.005082	1.008937	1.006896	1.005579	0.998909	1.017991	1.008031	1.00755	1.011704	0.9906755	1.008966	1.004534	1.002723	1.005586	0.9894474	1.002086	0.9942043	0.9891393	0.9962835	0.9885832	0.9939211	0.9968241	0.9946634	0.9886773	0.9883209	0.9906313	0.9932059	0.9897315	0.9934107	0.9875101	0.9935561	0.9989108	0.9855778	0.9909058	0.9852307	0.9924216	0.9900896	0.9830787	0.9801893	0.9757427	0.9818474	0.9827218	0.9919891	0.9893721	0.9877943	0.9925245	0.9832228	0.9821006	0.9857919	0.9847651	0.9865575	0.9806997	0.9703122	0.9864282	0.9871609	0.9761056
Cell-19	Cdc42	1.000866	0.9980562	0.996683	1.004311	1.000094	1.004947	0.9978497	0.9930686	1.004798	0.9943924	1.009424	1.009595	1.034043	1.062937	1.067833	1.057865	1.034922	1.028238	1.010683	0.9962031	0.9982739	1.000421	1.00569	1.004269	1.010007	1.018186	1.023012	1.025026	1.028002	1.042391	1.026823	1.041307	1.03462	1.046683	1.046689	1.039429	1.042772	1.041907	1.048341	1.050236	1.056671	1.052938	1.06476	1.050412	1.047844	1.051734	1.050488	1.04919	1.046551	1.040575	1.059055	1.048639	1.044823	1.041166	1.046746	1.03319	1.025236	1.041663	1.035884	1.024955	1.026505	1.036891	1.033426	1.032755	1.028113	1.024996	1.032368	1.032026	1.028847	1.018002	1.044023	1.032496	1.026544	1.032585	1.013092	1.023087	1.019026	1.017784	1.022811	1.009281	1.019367	1.016978	1.005579	1.014194	1.002564	1.006951	1.015422	1.012991	1.0132	1.006631	1.007433	1.011771	1.00946	1.014095	1.011221	1.011533	1.020901	1.006865	1.018651	1.009884	1.011562	1.014829	1.007612	1.007849	1.000494	1.010567	1.011143	1.019493	1.013757	1.01594	1.015747	1.006281	0.9986597	1.00434	1.00282	1.006551	1.001185	0.9973837	1.011786	1.018547	1.002922
Cell-20	Rac	1.001216	0.9994997	0.9908362	0.9991967	1.009345	0.9941078	0.9891551	0.995262	0.9891461	1.007669	1.010524	1.001704	1.000553	1.010695	1.004567	1.005553	1.016143	1.026143	1.020879	1.033333	1.019395	1.038169	1.030589	1.024232	1.038719	1.034389	1.032758	1.034936	1.033465	1.027667	1.03023	1.023767	1.027662	1.016054	1.011227	1.036438	1.026032	1.024583	1.02425	1.038381	1.018562	1.046261	1.026933	1.026282	1.021314	1.044764	1.021985	1.031272	1.025472	1.028696	1.037862	1.029259	1.022152	1.030621	1.03368	1.042859	1.032506	1.030192	1.012682	1.032179	1.029116	1.023855	1.034414	1.03077	1.019563	1.018973	1.031004	1.011417	1.031216	1.014308	1.017042	1.014869	1.022006	1.021385	1.021546	1.01356	1.011812	1.009744	1.010638	1.017909	1.016635	1.017407	1.004663	1.016155	1.013828	1.015643	1.013529	1.025609	1.011528	1.028374	1.019183	1.013434	1.011775	1.022736	1.024982	1.006158	1.015264	1.014697	0.9957975	1.018581	0.9992309	1.010452	1.008531	1.017993	1.000639	1.01136	0.9980019	1.013145	1.011708	1.00845	1.010137	1.005238	0.992479	1.012943	0.9993132	1.019655	1.00488	1.007843	1.022334	1.006203	1.009458
