	issue	value
267	163	0
268	163	0
269	164	0
270	164	0
271	164	0
272	164	0
273	165	0
274	165	0
275	165	0
276	165	0
277	166	0
278	166	0
279	166	0
280	166	0
281	167	0
282	167	0
283	167	0
284	167	0
285	168	0
286	168	0
287	168	0
288	168	0
289	169	0
290	169	0
291	169	0
292	169	0
293	170	0
294	170	0
295	170	0
296	170	0
297	171	0
298	171	0
299	171	0
300	171	0
301	172	0
302	172	0
303	172	0
304	172	0
305	173	0
306	173	0
307	173	0
308	173	0
309	174	0
310	174	0
311	174	0
312	174	0
313	175	0
314	175	0
315	175	0
316	175	0
317	176	0
318	176	0
319	176	0
320	176	0
321	177	0
322	177	0
323	177	0
324	177	0
325	178	0
326	178	0
327	178	0
328	178	0
329	179	0
330	179	0
331	179	0
332	179	0
333	180	0
334	180	0
335	180	0
336	180	0
337	181	0
338	181	0
339	181	0
340	181	0
341	182	0
342	182	0
343	182	0
344	182	0
345	183	0
346	183	0
347	183	0
348	183	0
349	184	0
350	184	0
351	184	0
352	184	0
353	185	0
354	185	0
355	185	0
356	185	0
357	186	0
358	186	0
359	186	0
360	186	0
361	187	0
362	187	0
363	187	0
364	187	0
365	188	0
366	188	0
367	188	0
368	188	0
369	189	0
370	189	0
371	189	0
372	189	0
373	190	0
374	190	0
375	190	0
376	190	0
377	191	0
378	191	0
379	191	0
380	191	0
381	192	0
382	192	0
383	192	0
384	192	0
385	193	0
386	193	0
387	193	0
388	193	0
389	194	0
390	194	0
391	194	0
392	194	0
393	195	0
394	195	0
395	195	0
396	195	0
397	196	0
398	196	0
399	196	0
400	196	0
401	197	0
402	197	0
403	197	0
404	197	0
405	198	0
406	198	0
407	198	0
408	198	0
409	199	0
410	199	0
411	199	0
412	199	0
413	200	0
414	200	0
415	200	0
416	200	0
417	201	0
418	201	0
419	201	0
420	201	0
421	202	0
422	202	0
423	202	0
424	202	0
425	203	0
426	203	0
427	203	0
428	203	0
429	204	0
430	204	0
431	204	0
432	204	0
433	205	0
434	205	0
435	205	0
436	205	0
437	206	0
438	206	0
439	206	0
440	206	0
441	207	0
442	207	0
443	207	0
444	207	0
445	208	0
446	208	0
447	208	0
448	208	0
449	209	0
450	209	0
451	209	0
452	209	0
453	210	0
454	210	0
455	210	0
456	210	0
457	211	0
458	211	0
459	211	0
460	211	0
461	212	0
462	212	0
463	212	0
464	212	0
465	213	0
466	213	0
467	213	0
468	213	0
469	214	0
470	214	0
471	214	0
472	214	0
473	215	0
474	215	0
475	215	0
476	215	0
477	216	0
478	216	0
479	216	0
480	216	0
481	217	0
482	217	0
483	217	0
484	217	0
485	218	0
486	218	0
487	218	0
488	218	0
489	219	0
490	219	0
491	219	0
492	219	0
493	220	0
494	220	0
495	220	0
496	220	0
497	221	0
498	221	0
499	221	0
500	221	0
501	222	0
502	222	0
503	222	0
504	222	0
505	223	0
506	223	0
507	223	0
508	223	0
509	224	0
510	224	0
511	224	0
512	224	0
513	225	0
514	225	0
515	225	0
516	225	0
517	226	0
518	226	0
519	226	0
520	226	0
521	227	0
522	227	0
523	227	0
524	227	0
525	228	0
526	228	0
527	228	0
528	228	0
529	229	0
530	229	0
531	229	0
532	229	0
533	230	0
534	230	0
535	230	0
536	230	0
537	231	0
538	231	0
539	231	0
540	231	0
541	232	0
542	232	0
543	232	0
544	232	0
545	233	0
546	233	0
547	233	0
548	233	0
549	234	0
550	234	0
551	234	0
552	234	0
553	235	0
554	235	0
555	235	0
556	235	0
557	236	0
558	236	0
559	236	0
560	236	0
561	237	0
562	237	0
563	237	0
564	237	0
565	238	0
566	238	0
567	238	0
568	238	0
569	239	0
570	239	0
571	239	0
572	239	0
573	240	0
574	240	0
575	240	0
576	240	0
577	241	0
578	241	0
579	241	0
580	241	0
581	242	0
582	242	0
583	242	0
584	242	0
585	243	0
586	243	0
587	243	0
588	243	0
589	244	0
590	244	0
591	244	0
592	244	0
593	245	0
594	245	0
595	245	0
596	245	0
597	246	0
598	246	0
599	246	0
600	246	0
601	247	0
602	247	0
603	247	0
604	247	0
605	248	0
606	248	0
607	248	0
608	248	0
609	249	0
610	249	0
611	249	0
612	249	0
613	250	0
614	250	0
615	250	0
616	250	0
617	251	0
618	251	0
619	251	0
620	251	0
621	252	0
622	252	0
623	252	0
624	252	0
625	253	0
626	253	0
627	253	0
628	253	0
629	254	0
630	254	0
631	254	0
632	254	0
633	255	0
634	255	0
635	255	0
636	255	0
637	256	0
638	256	0
639	256	0
640	256	0
641	257	0
642	257	0
643	257	0
644	257	0
645	258	0
646	258	0
647	258	0
648	258	0
649	259	0
650	259	0
651	259	0
652	259	0
653	260	0
654	260	0
655	260	0
656	260	0
657	261	0
658	261	0
659	261	0
660	261	0
661	262	0
662	262	0
663	262	0
664	262	0
665	263	0
666	263	0
667	263	0
668	263	0
669	264	0
670	264	0
671	264	0
672	264	0
673	265	0
674	265	0
675	265	0
676	265	0
677	266	95
678	266	0
679	266	0
680	266	52
681	267	98
682	267	9
683	267	0
684	267	55
685	268	0
686	268	0
687	268	0
688	268	0
689	269	0
690	269	0
691	269	0
692	269	0
693	270	0
694	270	0
695	270	0
696	270	3
697	271	0
698	271	0
699	271	0
700	271	0
701	272	14
702	272	0
703	272	0
704	272	21
705	273	0
706	273	0
707	273	0
708	273	0
709	274	2
710	274	0
711	274	0
712	274	3
713	275	10
714	275	0
715	275	0
716	275	11
717	276	25
718	276	0
719	276	0
720	276	17
721	277	22
722	277	0
723	277	0
724	277	22
725	278	8
726	278	0
727	278	0
728	278	10
729	279	13
730	279	0
731	279	0
732	279	12
733	280	3
734	280	0
735	280	0
736	280	6
737	97	0
738	97	0
739	97	0
740	97	0
741	98	0
742	98	0
743	98	0
744	98	0
745	99	0
746	99	0
747	99	0
748	99	0
749	100	0
750	100	0
751	100	0
752	100	0
753	101	0
754	101	0
755	101	0
756	101	0
757	102	0
758	102	0
759	102	0
760	102	0
761	103	0
762	103	0
763	103	0
764	103	0
765	104	0
766	104	0
767	104	0
768	104	0
769	105	0
770	105	0
771	105	0
772	105	0
773	106	0
774	106	0
775	106	0
776	106	0
777	107	0
778	107	0
779	107	0
780	107	0
781	108	0
782	108	0
783	108	0
784	108	0
785	109	0
786	109	0
787	109	0
788	109	0
789	110	0
790	110	0
791	110	0
792	110	0
793	111	0
794	111	0
795	111	0
796	111	0
797	112	0
798	112	0
799	112	0
800	112	0
801	113	0
802	113	0
803	113	0
804	113	0
805	114	0
806	114	0
807	114	0
808	114	0
809	115	0
810	115	0
811	115	0
812	115	0
813	116	0
814	116	0
815	116	0
816	116	0
817	117	0
818	117	0
819	117	0
820	117	0
821	118	0
822	118	0
823	118	0
824	118	0
825	119	0
826	119	0
827	119	0
828	119	0
829	120	0
830	120	0
831	120	0
832	120	0
833	121	0
834	121	0
835	121	0
836	121	0
837	122	0
838	122	0
839	122	0
840	122	0
841	123	0
842	123	0
843	123	0
844	123	0
845	124	0
846	124	0
847	124	0
848	124	0
849	125	0
850	125	0
851	125	0
852	125	0
853	126	0
854	126	0
855	126	0
856	126	0
857	127	0
858	127	0
859	127	0
860	127	0
861	128	0
862	128	0
863	128	0
864	128	0
865	129	0
866	129	0
867	129	0
868	129	0
869	130	0
870	130	0
871	130	0
872	130	0
873	131	0
874	131	0
875	131	0
876	131	0
877	132	0
878	132	0
879	132	0
880	132	0
881	133	0
882	133	0
883	133	0
884	133	0
885	134	0
886	134	0
887	134	0
888	134	0
889	135	0
890	135	0
891	135	0
892	135	0
893	136	0
894	136	0
895	136	0
896	136	0
897	137	0
898	137	0
899	137	0
900	137	0
901	138	0
902	138	0
903	138	0
904	138	0
905	139	0
906	139	0
907	139	0
908	139	0
909	140	0
910	140	0
911	140	0
912	140	0
913	141	0
914	141	0
915	141	0
916	141	0
917	142	0
918	142	0
919	142	0
920	142	0
921	143	0
922	143	0
923	143	0
924	143	0
925	144	0
926	144	0
927	144	0
928	144	0
929	145	0
930	145	0
931	145	0
932	145	0
933	146	0
934	146	0
935	146	0
936	146	0
937	147	0
938	147	0
939	147	0
940	147	0
941	148	0
942	148	0
943	148	0
944	148	0
945	149	0
946	149	0
947	149	0
948	149	0
949	150	0
950	150	0
951	150	0
952	150	0
953	151	0
954	151	0
955	151	0
956	151	0
957	152	0
958	152	0
959	152	0
960	152	0
961	153	0
962	153	0
963	153	0
964	153	0
965	154	0
966	154	0
967	154	0
968	154	0
969	155	0
970	155	0
971	155	0
972	155	0
973	156	0
974	156	0
975	156	0
976	156	0
977	157	0
978	157	0
979	157	0
980	157	0
981	158	0
982	158	0
983	158	0
984	158	0
985	159	0
986	159	0
987	159	0
988	159	0
989	160	0
990	160	0
991	160	0
992	160	0
993	161	0
994	161	0
995	161	0
996	161	0
997	162	0
998	162	0
999	162	0
1000	162	0
1001	163	0
1002	163	0
1003	163	0
1004	163	0
1005	164	0
1006	164	0
1007	164	0
1008	164	0
1009	165	0
1010	165	0
1011	165	0
1012	165	0
1013	166	0
1014	166	0
1015	166	0
1016	166	0
1017	167	0
1018	167	0
1019	167	0
1020	167	0
1021	168	0
1022	168	0
1023	168	0
1024	168	0
1025	169	0
1026	169	0
1027	169	0
1028	169	0
1029	170	0
1030	170	0
1031	170	0
1032	170	0
1033	171	0
1034	171	0
1035	171	0
1036	171	0
1037	172	0
1038	172	0
1039	172	0
1040	172	0
1041	173	0
1042	173	0
1043	173	0
1044	173	0
1045	174	0
1046	174	0
1047	174	0
1048	174	0
1049	175	0
1050	175	0
1051	175	0
1052	175	0
1053	176	0
1054	176	0
1055	176	0
1056	176	0
1057	177	0
1058	177	0
1059	177	0
1060	177	0
1061	178	0
1062	178	0
1063	178	0
1064	178	0
1065	179	0
1066	179	0
1067	179	0
1068	179	0
1069	180	0
1070	180	0
1071	180	0
1072	180	0
1073	181	0
1074	181	0
1075	181	0
1076	181	0
1077	182	0
1078	182	0
1079	182	0
1080	182	0
1081	183	0
1082	183	0
1083	183	0
1084	183	0
1085	184	0
1086	184	0
1087	184	0
1088	184	0
1089	185	0
1090	185	0
1091	185	0
1092	185	0
1093	186	0
1094	186	0
1095	186	0
1096	186	0
1097	187	0
1098	187	0
1099	187	0
1100	187	0
1101	188	0
1102	188	0
1103	188	0
1104	188	0
1105	189	0
1106	189	0
1107	189	0
1108	189	0
1109	190	0
1110	190	0
1111	190	0
1112	190	0
1113	191	0
1114	191	0
1115	191	0
1116	191	0
1117	192	0
1118	192	0
1119	192	0
1120	192	0
1121	193	0
1122	193	0
1123	193	0
1124	193	0
1125	194	0
1126	194	0
1127	194	0
1128	194	0
1129	195	0
1130	195	0
1131	195	0
1132	195	0
1133	196	0
1134	196	0
1135	196	0
1136	196	0
1137	197	0
1138	197	0
1139	197	0
1140	197	0
1141	198	0
1142	198	0
1143	198	0
1144	198	0
1145	199	0
1146	199	0
1147	199	0
1148	199	0
1149	200	0
1150	200	0
1151	200	0
1152	200	0
1153	201	0
1154	201	0
1155	201	0
1156	201	0
1157	202	0
1158	202	0
1159	202	0
1160	202	0
1161	203	0
1162	203	0
1163	203	0
1164	203	0
1165	204	0
1166	204	0
1167	204	0
1168	204	0
1169	205	0
1170	205	0
1171	205	0
1172	205	0
1173	206	0
1174	206	0
1175	206	0
1176	206	0
1177	207	0
1178	207	0
1179	207	0
1180	207	0
1181	208	0
1182	208	0
1183	208	0
1184	208	0
1185	209	0
1186	209	0
1187	209	0
1188	209	0
1189	210	0
1190	210	0
1191	210	0
1192	210	0
1193	211	0
1194	211	0
1195	211	0
1196	211	0
1197	212	0
1198	212	0
1199	212	0
1200	212	0
1201	213	0
1202	213	0
1203	213	0
1204	213	0
1205	214	0
1206	214	0
1207	214	0
1208	214	0
1209	215	0
1210	215	0
1211	215	0
1212	215	0
1213	216	0
1214	216	0
1215	216	0
1216	216	0
1217	217	0
1218	217	0
1219	217	0
1220	217	0
1221	218	0
1222	218	0
1223	218	0
1224	218	0
1225	219	0
1226	219	0
1227	219	0
1228	219	0
1229	220	0
1230	220	0
1231	220	0
1232	220	0
1233	221	0
1234	221	0
1235	221	0
1236	221	0
1237	222	0
1238	222	0
1239	222	0
1240	222	0
1241	223	0
1242	223	0
1243	223	0
1244	223	0
1245	224	0
1246	224	0
1247	224	0
1248	224	0
1249	225	0
1250	225	0
1251	225	0
1252	225	0
1253	226	0
1254	226	0
1255	226	0
1256	226	0
1257	227	0
1258	227	0
1259	227	0
1260	227	0
1261	228	0
1262	228	0
1263	228	0
1264	228	0
1265	229	0
1266	229	0
1267	229	0
1268	229	0
1269	230	0
1270	230	0
1271	230	0
1272	230	0
1273	231	0
1274	231	0
1275	231	0
1276	231	0
1277	232	0
1278	232	0
1279	232	0
1280	232	0
1281	233	0
1282	233	0
1283	233	0
1284	233	0
1285	234	0
1286	234	0
1287	234	0
1288	234	0
1289	235	0
1290	235	0
1291	235	0
1292	235	0
1293	236	0
1294	236	0
1295	236	0
1296	236	0
1297	237	0
1298	237	0
1299	237	0
1300	237	0
1301	238	0
1302	238	0
1303	238	0
1304	238	0
1305	239	0
1306	239	0
1307	239	0
1308	239	0
1309	240	0
1310	240	0
1311	240	0
1312	240	0
1313	241	0
1314	241	0
1315	241	0
1316	241	0
1317	242	0
1318	242	0
1319	242	0
1320	242	0
1321	243	0
1322	243	0
1323	243	0
1324	243	0
1325	244	0
1326	244	0
1327	244	0
1328	244	0
1329	245	0
1330	245	0
1331	245	0
1332	245	0
1333	246	0
1334	246	0
1335	246	0
1336	246	0
1337	247	0
1338	247	0
1339	247	0
1340	247	0
1341	248	0
1342	248	0
1343	248	0
1344	248	0
1345	249	0
1346	249	0
1347	249	0
1348	249	0
1349	250	0
1350	250	0
1351	250	0
1352	250	0
1353	251	0
1354	251	0
1355	251	0
1356	251	0
1357	252	0
1358	252	0
1359	252	0
1360	252	0
1361	253	0
1362	253	0
1363	253	0
1364	253	0
1365	254	0
1366	254	0
1367	254	0
1368	254	0
1369	255	0
1370	255	0
1371	255	0
1372	255	0
1373	256	0
1374	256	0
1375	256	0
1376	256	0
1377	257	0
1378	257	0
1379	257	0
1380	257	0
1381	258	0
1382	258	0
1383	258	0
1384	258	0
1385	259	0
1386	259	0
1387	259	0
1388	259	0
1389	260	0
1390	260	0
1391	260	0
1392	260	0
1393	261	0
1394	261	0
1395	261	0
1396	261	0
1397	262	0
1398	262	0
1399	262	0
1400	262	0
1401	263	0
1402	263	0
1403	263	0
1404	263	0
1405	264	0
1406	264	0
1407	264	0
1408	264	0
1409	265	0
1410	265	0
1411	265	0
1412	265	0
1413	266	0
1414	266	0
1415	266	0
1416	266	0
1417	267	4
1418	267	0
1419	267	0
1420	267	4
1421	268	0
1422	268	0
1423	268	0
1424	268	0
1425	269	0
1426	269	0
1427	269	0
1428	269	0
1429	270	0
1430	270	0
1431	270	0
1432	270	0
1433	271	0
1434	271	0
1435	271	0
1436	271	0
1437	272	0
1438	272	0
1439	272	0
1440	272	0
1441	273	0
1442	273	0
1443	273	0
1444	273	0
1445	274	0
1446	274	0
1447	274	0
1448	274	0
1449	275	0
1450	275	0
1451	275	0
1452	275	0
1453	276	0
1454	276	0
1455	276	0
1456	276	0
1457	277	0
1458	277	0
1459	277	0
1460	277	0
1461	278	0
1462	278	0
1463	278	0
1464	278	0
1465	279	0
1466	279	0
1467	279	0
1468	279	0
1469	280	0
1470	280	0
1471	280	0
1472	280	0
1473	97	0
1474	97	0
1475	97	0
1476	97	0
1477	98	0
1478	98	0
1479	98	0
1480	98	0
1481	99	0
1482	99	0
1483	99	0
1484	99	0
1485	100	0
1486	100	0
1487	100	0
1488	100	0
1489	101	0
1490	101	0
1491	101	0
1492	101	0
1493	102	0
1494	102	0
1495	102	0
1496	102	0
1497	103	0
1498	103	0
1499	103	0
1500	103	0
1501	104	33
1502	104	0
1503	104	0
1504	104	23
1505	105	0
1506	105	0
1507	105	0
1508	105	0
1509	106	0
1510	106	0
1511	106	0
1512	106	0
1513	107	0
1514	107	0
1515	107	0
1516	107	1
1517	108	0
1518	108	0
1519	108	0
1520	108	0
1521	109	0
1522	109	0
1523	109	0
1524	109	0
1525	110	0
1526	110	0
1527	110	0
1528	110	0
1529	111	7
1530	111	0
1531	111	0
1532	111	3
1533	112	69
1534	112	1
1535	112	0
1536	112	51
1537	113	28
1538	113	29
1539	113	0
1540	113	35
1541	114	0
1542	114	0
1543	114	0
1544	114	0
1545	115	0
1546	115	0
1547	115	0
1548	115	0
1549	116	0
1550	116	0
1551	116	0
1552	116	0
1553	117	0
1554	117	0
1555	117	0
1556	117	0
1557	118	0
1558	118	0
1559	118	0
1560	118	0
1561	119	0
1562	119	0
1563	119	0
1564	119	0
1565	120	0
1566	120	0
1567	120	0
1568	120	0
1569	121	0
1570	121	0
1571	121	0
1572	121	0
1573	122	0
1574	122	0
1575	122	0
1576	122	0
1577	123	0
1578	123	0
1579	123	0
1580	123	0
1581	124	0
1582	124	0
1583	124	0
1584	124	0
1585	125	0
1586	125	0
1587	125	0
1588	125	1
1589	126	0
1590	126	0
1591	126	0
1592	126	0
1593	127	0
1594	127	0
1595	127	0
1596	127	0
1597	128	0
1598	128	0
1599	128	0
1600	128	2
1601	129	0
1602	129	0
1603	129	0
1604	129	0
1605	130	0
1606	130	0
1607	130	0
1608	130	0
1609	131	0
1610	131	0
1611	131	0
1612	131	0
1613	132	0
1614	132	0
1615	132	0
1616	132	0
1617	133	0
1618	133	0
1619	133	0
1620	133	0
1621	134	0
1622	134	0
1623	134	0
1624	134	0
1625	135	0
1626	135	0
1627	135	0
1628	135	0
1629	136	0
1630	136	0
1631	136	0
1632	136	0
1633	137	0
1634	137	0
1635	137	0
1636	137	0
1637	138	1
1638	138	0
1639	138	0
1640	138	8
1641	139	0
1642	139	0
1643	139	0
1644	139	0
1645	140	0
1646	140	0
1647	140	0
1648	140	0
1649	141	0
1650	141	0
1651	141	0
1652	141	0
1653	142	0
1654	142	0
1655	142	0
1656	142	0
1657	143	0
1658	143	0
1659	143	0
1660	143	0
1661	144	0
1662	144	0
1663	144	0
1664	144	0
1665	145	0
1666	145	0
1667	145	0
1668	145	0
1669	146	0
1670	146	0
1671	146	0
1672	146	0
1673	147	0
1674	147	0
1675	147	0
1676	147	0
1677	148	4
1678	148	0
1679	148	0
1680	148	1
1681	149	3
1682	149	0
1683	149	0
1684	149	8
1685	150	105
1686	150	17
1687	150	2
1688	150	66
1689	151	0
1690	151	0
1691	151	0
1692	151	0
1693	152	0
1694	152	0
1695	152	0
1696	152	0
1697	153	0
1698	153	0
1699	153	0
1700	153	0
1701	154	0
1702	154	0
1703	154	0
1704	154	0
1705	155	0
1706	155	0
1707	155	0
1708	155	0
1709	156	0
1710	156	0
1711	156	0
1712	156	0
1713	157	0
1714	157	0
1715	157	0
1716	157	0
1717	158	0
1718	158	0
1719	158	0
1720	158	0
1721	159	0
1722	159	0
1723	159	0
1724	159	0
1725	160	0
1726	160	0
1727	160	0
1728	160	0
1729	161	0
1730	161	0
1731	161	0
1732	161	0
1733	162	0
1734	162	0
1735	162	0
1736	162	0
1737	163	0
1738	163	0
1739	163	0
1740	163	0
1741	164	0
1742	164	0
1743	164	0
1744	164	0
1745	165	0
1746	165	0
1747	165	0
1748	165	0
1749	166	0
1750	166	0
1751	166	0
1752	166	0
1753	167	0
1754	167	0
1755	167	0
1756	167	0
1757	168	0
1758	168	0
1759	168	0
1760	168	0
1761	169	0
1762	169	0
1763	169	0
1764	169	0
1765	170	0
1766	170	0
1767	170	0
1768	170	0
1769	171	0
1770	171	0
1771	171	0
1772	171	0
1773	172	0
1774	172	0
1775	172	0
1776	172	0
1777	173	0
1778	173	0
1779	173	0
1780	173	0
1781	174	0
1782	174	0
1783	174	0
1784	174	0
1785	175	0
1786	175	0
1787	175	0
1788	175	0
1789	176	0
1790	176	0
1791	176	0
1792	176	0
1793	177	0
1794	177	0
1795	177	0
1796	177	0
1797	178	0
1798	178	0
1799	178	0
1800	178	0
1801	179	0
1802	179	0
1803	179	0
1804	179	0
1805	180	0
1806	180	0
1807	180	0
1808	180	0
1809	181	0
1810	181	0
1811	181	0
1812	181	0
1813	182	0
1814	182	0
1815	182	0
1816	182	0
1817	183	0
1818	183	0
1819	183	0
1820	183	0
1821	184	0
1822	184	0
1823	184	0
1824	184	0
1825	185	0
1826	185	0
1827	185	0
1828	185	0
1829	186	0
1830	186	0
1831	186	0
1832	186	0
1833	187	0
1834	187	0
1835	187	0
1836	187	0
1837	188	2
1838	188	0
1839	188	0
1840	188	7
1841	189	0
1842	189	0
1843	189	0
1844	189	0
1845	190	0
1846	190	0
1847	190	0
1848	190	0
1849	191	0
1850	191	0
1851	191	0
1852	191	0
1853	192	0
1854	192	0
1855	192	0
1856	192	0
1857	193	0
1858	193	0
1859	193	0
1860	193	0
1861	194	0
1862	194	0
1863	194	0
1864	194	0
1865	195	0
1866	195	0
1867	195	0
1868	195	0
1869	196	0
1870	196	0
1871	196	0
1872	196	0
1873	197	0
1874	197	0
1875	197	0
1876	197	0
1877	198	0
1878	198	0
1879	198	0
1880	198	0
1881	199	0
1882	199	0
1883	199	0
1884	199	0
1885	200	58
1886	200	18
1887	200	0
1888	200	55
1889	201	0
1890	201	0
1891	201	0
1892	201	0
1893	202	16
1894	202	0
1895	202	0
1896	202	11
1897	203	0
1898	203	0
1899	203	0
1900	203	2
1901	204	0
1902	204	0
1903	204	0
1904	204	0
1905	205	0
1906	205	0
1907	205	0
1908	205	0
1909	206	0
1910	206	0
1911	206	0
1912	206	0
1913	207	0
1914	207	0
1915	207	0
1916	207	0
1917	208	0
1918	208	0
1919	208	0
1920	208	0
1921	209	0
1922	209	0
1923	209	0
1924	209	0
1925	210	0
1926	210	0
1927	210	0
1928	210	1
1929	211	0
1930	211	0
1931	211	0
1932	211	0
1933	212	12
1934	212	0
1935	212	0
1936	212	13
1937	213	16
1938	213	0
1939	213	0
1940	213	23
1941	214	0
1942	214	0
1943	214	0
1944	214	0
1945	215	0
1946	215	0
1947	215	0
1948	215	0
1949	216	0
1950	216	0
1951	216	0
1952	216	0
1953	217	0
1954	217	0
1955	217	0
1956	217	0
1957	218	0
1958	218	0
1959	218	0
1960	218	0
1961	219	0
1962	219	0
1963	219	0
1964	219	0
1965	220	0
1966	220	0
1967	220	0
1968	220	0
1969	221	0
1970	221	0
1971	221	0
1972	221	0
1973	222	0
1974	222	0
1975	222	0
1976	222	0
1977	223	0
1978	223	0
1979	223	0
1980	223	0
1981	224	0
1982	224	0
1983	224	0
1984	224	0
1985	225	0
1986	225	0
1987	225	0
1988	225	0
1989	226	0
1990	226	0
1991	226	0
1992	226	0
1993	227	0
1994	227	0
1995	227	0
1996	227	0
1997	228	0
1998	228	0
1999	228	0
2000	228	0
2001	229	0
2002	229	0
2003	229	0
2004	229	0
2005	230	0
2006	230	0
2007	230	0
2008	230	0
2009	231	0
2010	231	0
2011	231	0
2012	231	0
2013	232	0
2014	232	0
2015	232	0
2016	232	0
2017	233	0
2018	233	0
2019	233	0
2020	233	0
2021	234	0
2022	234	0
2023	234	0
2024	234	0
2025	235	0
2026	235	0
2027	235	0
2028	235	0
2029	236	0
2030	236	0
2031	236	0
2032	236	0
2033	237	0
2034	237	0
2035	237	0
2036	237	0
2037	238	0
2038	238	0
2039	238	0
2040	238	0
2041	239	0
2042	239	0
2043	239	0
2044	239	0
2045	240	0
2046	240	0
2047	240	0
2048	240	0
2049	241	0
2050	241	0
2051	241	0
2052	241	0
2053	242	0
2054	242	0
2055	242	0
2056	242	0
2057	243	0
2058	243	0
2059	243	0
2060	243	0
2061	244	0
2062	244	0
2063	244	0
2064	244	0
2065	245	0
2066	245	0
2067	245	0
2068	245	0
2069	246	0
2070	246	0
2071	246	0
2072	246	0
2073	247	0
2074	247	0
2075	247	0
2076	247	0
2077	248	0
2078	248	0
2079	248	0
2080	248	0
2081	249	0
2082	249	0
2083	249	0
2084	249	0
2085	250	0
2086	250	0
2087	250	0
2088	250	0
2089	251	0
2090	251	0
2091	251	0
2092	251	0
2093	252	0
2094	252	0
2095	252	0
2096	252	0
2097	253	39
2098	253	0
2099	253	0
2100	253	15
2101	254	0
2102	254	0
2103	254	0
2104	254	0
2105	255	0
2106	255	0
2107	255	0
2108	255	0
2109	256	0
2110	256	0
2111	256	0
2112	256	0
2113	257	0
2114	257	0
2115	257	0
2116	257	0
2117	258	0
2118	258	0
2119	258	0
2120	258	0
2121	259	0
2122	259	0
2123	259	0
2124	259	0
2125	260	0
2126	260	0
2127	260	0
2128	260	0
2129	261	0
2130	261	0
2131	261	0
2132	261	0
2133	262	0
2134	262	0
2135	262	0
2136	262	0
2137	263	0
2138	263	0
2139	263	0
2140	263	0
2141	264	0
