Evidence1	Evidence2	Evidence3	Evidence4	color	connectortype	database	elbows	endArrow	endX	endY	exactEnd	graphid	hideTooltip	id1	id2	linestyle	nodeName	point	startX	startY	type	width	zorder
1	5	D	E		Elbow		[[42.3, 424.9], [42.3, 645.3], [98.3, 645.3], [98.3, 674]]	arrow	-0.5	-1		aa6f4		d64	c5ac6		interaction	[{"graphref": "d64", "relx": "0.0", "rely": "1.0", "x": "42.30333164757474", "y": "424.9499971904022"}, {"x": "70.31833249045404", "y": "645.3333333333334"}, {"arrowhead": "Arrow", "graphref": "f33ed", "relx": "-0.5", "rely": "-1.0", "x": "98.33333333333334", "y": "674.0000000000008"}]	0	1	solid	1	12354
3	5	A	A					arrow	0	1		c89e3		ff56d	d81		interaction	[{"graphref": "ce6a7", "relx": "0.0", "rely": "-1.0", "x": "594.0000000000007", "y": "567.3333333333328"}, {"arrowhead": "Arrow", "graphref": "d81", "relx": "0.0", "rely": "1.0", "x": "595.3333333333337", "y": "507.50000000000006"}]	0	-1	solid	1	12356
1	2	C	E	ff0000				arrow	-1	0		fd3ee		a45	ba6		interaction	[{"graphref": "a45", "relx": "1.0", "rely": "0.0", "x": "810.0", "y": "280.0"}, {"arrowhead": "Arrow", "graphref": "ba6", "relx": "-1.0", "rely": "0.0", "x": "960.0", "y": "336.6666666666667"}]	1	0	solid	1	12358
2	2	C	B					arrow	0	-1		e1ffe		defd7	c5ac6		interaction	[{"graphref": "c5179", "relx": "0.0", "rely": "1.0", "x": "117.33333333333331", "y": "578.0"}, {"arrowhead": "Arrow", "graphref": "f33ed", "relx": "0.0", "rely": "-1.0", "x": "117.33333333333334", "y": "674.0000000000008"}]	0	1	solid	1	12360
3	5	E	D					arrow	-1	0		b1289		cbf	ff56d		interaction	[{"graphref": "cbf", "relx": "1.0", "rely": "0.0", "x": "469.9999999999999", "y": "604.3333333333333"}, {"arrowhead": "Arrow", "graphref": "ce6a7", "relx": "-1.0", "rely": "0.0", "x": "559.3333333333339", "y": "604.9999999999995"}]	1	0	solid	1	12362
3	3	A	E	ff0000				arrow	0	-1		bbfa9		cc5	cd5		interaction	[{"graphref": "cc5", "relx": "0.0", "rely": "1.0", "x": "991.333333333333", "y": "200.0"}, {"arrowhead": "Arrow", "graphref": "cd5", "relx": "0.0", "rely": "-1.0", "x": "990.0", "y": "303.3333333333333"}]	0	1	solid	1	12364
1	3	D	D						0	0	True	caeeb	False	e23	d5f68		interaction	[{"graphref": "e23", "relx": "0.0", "rely": "1.0", "x": "900.4610447928713", "y": "164.91557735599847"}, {"arrowhead": "mim-stimulation", "graphref": "d5f68", "relx": "0.0", "rely": "0.0", "x": "879.5999999999996", "y": "216.53333333333333"}]	0	1	solid	1	12366
3	2	B	A	ff0000				arrow	0	-1		c2e49		a9b	e0e2c		interaction	[{"graphref": "a9b", "relx": "0.0", "rely": "1.0", "x": "195.33333333333337", "y": "113.33333333333333"}, {"arrowhead": "Arrow", "graphref": "b742d", "relx": "0.0", "rely": "-1.0", "x": "195.9532948760968", "y": "151.71337179056988"}]	0	1	solid	1	12368
1	4	A	E	ff0000				square	0	1		ff8a4		b98	f68		interaction	[{"graphref": "b98", "relx": "-0.5", "rely": "-1.0", "x": "369.66666666666674", "y": "646.6666666666666"}, {"arrowhead": "TBar", "graphref": "f68", "relx": "0.0", "rely": "1.0", "x": "370.0", "y": "580.0"}]	-0.5	-1	solid	1	12370
1	3	A	D	ff0000				arrow	-1	0		ba3b1		e0e2c	f44cf		interaction	[{"graphref": "b742d", "relx": "1.0", "rely": "-0.5", "x": "349.6199615427636", "y": "172.71337179056988"}, {"arrowhead": "Arrow", "graphref": "ef1a2", "relx": "-1.0", "rely": "0.0", "x": "469.33333333333326", "y": "173.6666666666666"}]	1	-0.5	solid	1	12372
3	4	A	E					arrow	-1	-0.5		b1ee4		defd7	e38bb		interaction	[{"graphref": "c5179", "relx": "1.0", "rely": "0.0", "x": "155.33333333333331", "y": "520.0"}, {"arrowhead": "Arrow", "graphref": "fa658", "relx": "-1.0", "rely": "-0.5", "x": "179.33333333333331", "y": "520.0416666666667"}]	1	0	solid	1	12374
2	5	D	A	ff0000				arrow	-1	0		d3e57		a45	c90		interaction	[{"graphref": "a45", "relx": "1.0", "rely": "0.0", "x": "810.0", "y": "280.0"}, {"arrowhead": "Arrow", "graphref": "c90", "relx": "-1.0", "rely": "0.0", "x": "960.0", "y": "360.0"}]	1	0	solid	1	12376
1	1	E	D	ff0000	Elbow		[[726.7, 316.7], [786.7, 316.7], [786.7, 333.3]]	arrow	0	-1		d8616		aa8	d80		interaction	[{"graphref": "aa8", "relx": "1.0", "rely": "0.0", "x": "726.6666666666666", "y": "316.6666666666667"}, {"arrowhead": "Arrow", "graphref": "d80", "relx": "0.0", "rely": "-1.0", "x": "786.6666666666666", "y": "333.3333333333333"}]	1	0	solid	1	12378
2	4	A	C	ff0000				arrow	-1	0		cbc73		c5ac6	fff		interaction	[{"graphref": "f33ed", "relx": "1.0", "rely": "0.5", "x": "155.33333333333334", "y": "716.0000000000008"}, {"arrowhead": "Arrow", "graphref": "fff", "relx": "-1.0", "rely": "0.0", "x": "241.66666666666663", "y": "716.6666666666666"}]	1	0.5	solid	1	12380
1	2	C	E	ff0000				arrow	-0.5	-1		c8362		d0c	cd5		interaction	[{"graphref": "d0c", "relx": "0.0", "rely": "1.0", "x": "815.9999999999993", "y": "158.66666666666669"}, {"arrowhead": "Arrow", "graphref": "cd5", "relx": "-0.5", "rely": "-1.0", "x": "975.0", "y": "303.3333333333333"}]	0	1	solid	1	12382
1	3	A	B	ff0000				arrow	0	-1		e0190		a93	a6d06		interaction	[{"graphref": "a93", "relx": "0.0", "rely": "1.0", "x": "556.6666666666667", "y": "328.00000000000006"}, {"arrowhead": "Arrow", "graphref": "a6d06", "relx": "0.0", "rely": "-1.0", "x": "627.3333333333314", "y": "387.16666666666674"}]	0	1	solid	1	12384
3	3	E	E	ff0000				arrow	0.5	-1		bcb77		ac5	e0e2c		interaction	[{"graphref": "ac5", "relx": "0.0", "rely": "1.0", "x": "286.6666666666667", "y": "113.33333333333333"}, {"arrowhead": "Arrow", "graphref": "b742d", "relx": "0.5", "rely": "-1.0", "x": "272.7866282094302", "y": "151.71337179056988"}]	0	1	solid	1	12386
2	3	C	B	ff0000	Elbow		[[692, 451.3], [816.7, 451.3], [816.7, 415.3], [842.7, 415.3]]	square	-1	0		f779e		a6b	a904c		interaction	[{"graphref": "a6b", "relx": "1.0", "rely": "0.0", "x": "692.0000000000009", "y": "451.3333333333334"}, {"x": "816.6666666666674", "y": "433.33333333333337"}, {"arrowhead": "TBar", "graphref": "dce7b", "relx": "-1.0", "rely": "0.0", "x": "842.6666666666669", "y": "415.33333333333326"}]	1	0	solid	1	12388
3	1	D	D					arrow	0	-1		f4747		e16	d43		interaction	[{"graphref": "e16", "relx": "0.0", "rely": "1.0", "x": "280.6666666666667", "y": "379.3333333333333"}, {"arrowhead": "Arrow", "graphref": "d43", "relx": "0.0", "rely": "-1.0", "x": "280.0", "y": "415.3333333333333"}]	0	1	solid	1	12390
2	3	E	D						0	0	True	c5701	False	a85e8	cac70		interaction	[{"graphref": "dc2d0", "relx": "0.0", "rely": "-1.0", "x": "395.33333333333326", "y": "190.0"}, {"arrowhead": "mim-stimulation", "graphref": "cac70", "relx": "0.0", "rely": "0.0", "x": "397.50531025899147", "y": "173.09468974100858"}]	0	-1	solid	1	12392
2	5	B	C	ff0000				arrow	-0.5	1		abe2d		cbf	fac		interaction	[{"graphref": "cbf", "relx": "0.0", "rely": "-1.0", "x": "439.9999999999999", "y": "594.3333333333333"}, {"arrowhead": "Arrow", "graphref": "fac", "relx": "-0.5", "rely": "1.0", "x": "445.83333333333326", "y": "504.33333333333326"}]	0	-1	solid	1	12394
2	4	B	D	ff0000				arrow	0	-1		bb394		dde	a6d06		interaction	[{"graphref": "dde", "relx": "0.0", "rely": "1.0", "x": "603.3333333333338", "y": "288.66666666666686"}, {"arrowhead": "Arrow", "graphref": "a6d06", "relx": "0.0", "rely": "-1.0", "x": "627.3333333333314", "y": "387.16666666666674"}]	0	1	solid	1	12396
3	5	D	E	ff0000				arrow	-1	0		a637e		d80	cd5		interaction	[{"graphref": "d80", "relx": "1.0", "rely": "0.0", "x": "816.6666666666666", "y": "343.3333333333333"}, {"arrowhead": "Arrow", "graphref": "cd5", "relx": "-1.0", "rely": "0.0", "x": "960.0", "y": "313.3333333333333"}]	1	0	solid	1	12398
3	1	E	B	0000ff	Elbow		[[385, 580], [385, 604.3], [410, 604.3]]	square	-1	0		c3757		f68	cbf		interaction	[{"graphref": "f68", "relx": "0.5", "rely": "1.0", "x": "385.0", "y": "580.0"}, {"arrowhead": "TBar", "graphref": "cbf", "relx": "-1.0", "rely": "0.0", "x": "409.9999999999999", "y": "604.3333333333333"}]	0.5	1	solid	1	12400
2	4	B	D	0000ff				square	0	-1		fd9c7		d45	fff		interaction	[{"graphref": "d45", "relx": "0.0", "rely": "1.0", "x": "283.3333333333333", "y": "660.6666666666666"}, {"arrowhead": "TBar", "graphref": "fff", "relx": "0.0", "rely": "-1.0", "x": "283.3333333333333", "y": "707.1666666666666"}]	0	1	solid	1	12402
2	5	B	D	ff0000				arrow	0	1		dcdb3		a21	cbf		interaction	[{"graphref": "a21", "relx": "0.0", "rely": "-1.0", "x": "460.6666666666669", "y": "674.6666666666669"}, {"arrowhead": "Arrow", "graphref": "cbf", "relx": "0.0", "rely": "1.0", "x": "439.9999999999999", "y": "614.3333333333333"}]	0	-1	solid	1	12404
2	1	C	B	0000ff				square	0	-1		e2a45		c2232	a6d06		interaction	[{"graphref": "f3348", "relx": "1.0", "rely": "0.0", "x": "433.33333333333337", "y": "372.3333333333333"}, {"arrowhead": "TBar", "graphref": "a6d06", "relx": "0.0", "rely": "-1.0", "x": "627.3333333333314", "y": "387.16666666666674"}]	1	0	solid	1	12406
1	4	A	B		Elbow		[[119.1, 235.7], [119.1, 255.7], [42.3, 255.7], [42.3, 404.9]]	arrow	0	-1		b8b58		e0e2c	d64		interaction	[{"graphref": "b742d", "relx": "-0.5", "rely": "1.0", "x": "119.11996154276343", "y": "235.71337179056988"}, {"arrowhead": "Arrow", "graphref": "d64", "relx": "0.0", "rely": "-1.0", "x": "42.30333164757474", "y": "404.9499971904022"}]	-0.5	1	solid	1	12408
1	4	A	D	ff0000				arrow	-1	0		bc77c		a45	cd5		interaction	[{"graphref": "a45", "relx": "1.0", "rely": "0.0", "x": "810.0", "y": "280.0"}, {"arrowhead": "Arrow", "graphref": "cd5", "relx": "-1.0", "rely": "0.0", "x": "960.0", "y": "313.3333333333333"}]	1	0	solid	1	12410
1	4	C	C						-1	0		bbf49		e38bb	fe2		interaction	[{"graphref": "fa658", "relx": "0.0", "rely": "-1.0", "x": "236.0", "y": "496.0"}, {"graphref": "fe2", "relx": "-1.0", "rely": "0.0", "x": "247.0", "y": "482.0"}]	0	-1	solid	1	12414
1	4	D	B	ff0000				arrow	-1	0		e06c6		f44cf	a45		interaction	[{"graphref": "ef1a2", "relx": "1.0", "rely": "0.5", "x": "545.3333333333333", "y": "192.6666666666666"}, {"arrowhead": "Arrow", "graphref": "a45", "relx": "-1.0", "rely": "0.0", "x": "750.0", "y": "280.0"}]	1	0.5	solid	1	12416
2	4	A	C	0000ff	Elbow		[[155.3, 688], [262.5, 688], [262.5, 707.2]]	square	-0.5	-1		b40e0		c5ac6	fff		interaction	[{"graphref": "f33ed", "relx": "1.0", "rely": "-0.5", "x": "155.33333333333334", "y": "688.0000000000008"}, {"arrowhead": "TBar", "graphref": "fff", "relx": "-0.5", "rely": "-1.0", "x": "262.5", "y": "707.1666666666666"}]	1	-0.5	solid	1	12420
