color	height	id	language	name	width
rgb(247,144,109)	15.2	Id29	PHP	InterfaceBuilder.php	15.2
rgb(247,144,109)		Id30		Util	
rgb(247,146,109)	36.4	Id31	PHP	SchemaReader.php	36.4
rgb(247,146,109)	16.8	Id32	PHP	PropelTemplate.php	16.8
rgb(247,148,109)	13.5	Id33	PHP	ColumnValue.php	13.5
rgb(247,148,109)	13.5	Id34	PHP	DataRow.php	13.5
rgb(247,150,109)	34.5	Id35	PHP	DataModelBuilder.php	34.5
rgb(247,150,109)		Id36		Sql	
rgb(247,153,109)	25.7	Id37	PHP	DataSQLBuilder.php	25.7
rgb(247,153,109)		Id38		Pgsql	
rgb(247,155,109)	18.8	Id39	PHP	PgsqlDataSQLBuilder.php	18.8
rgb(247,155,109)		Id40		Mssql	
rgb(247,157,109)	11.5	Id41	PHP	MssqlDataSQLBuilder.php	11.5
rgb(247,157,109)		Id42		Sqlite	
rgb(247,160,109)	11.2	Id43	PHP	SqliteDataSQLBuilder.php	11.2
rgb(247,160,109)		Id44		Oracle	
rgb(247,162,109)	8.2	Id45	PHP	OracleDataSQLBuilder.php	8.2
rgb(247,162,109)		Id46		Sqlsrv	
rgb(247,164,109)	8.2	Id47	PHP	SqlsrvDataSQLBuilder.php	8.2
rgb(247,164,109)		Id48		Mysql	
rgb(247,167,109)	8.2	Id49	PHP	MysqlDataSQLBuilder.php	8.2
rgb(247,167,109)		Id50		Behavior	
rgb(247,169,109)		Id51		NestedSet	
rgb(247,169,109)	62.0	Id52	PHP	NestedSetBehaviorObjectBuilderModifier.php	62.0
rgb(247,171,109)	50.8	Id53	PHP	NestedSetBehaviorQueryBuilderModifier.php	50.8
rgb(247,171,109)	21.9	Id54	PHP	NestedSetBehavior.php	21.9
rgb(247,173,109)		Id55		templates	
rgb(247,173,109)	13.8	Id56	PHP	objectInsertAsLastChildOf.php	13.8
rgb(247,176,109)	7.0	Id57	PHP	objectSetLeft.php	7.0
rgb(247,176,109)	7.0	Id58	PHP	objectGetIterator.php	7.0
rgb(247,178,109)		Id59		Versionable	
rgb(247,178,109)	46.8	Id60	PHP	VersionableBehaviorObjectBuilderModifier.php	46.8
rgb(247,180,109)	34.1	Id61	PHP	VersionableBehavior.php	34.1
rgb(247,180,109)	26.0	Id62	PHP	VersionableBehaviorQueryBuilderModifier.php	26.0
rgb(247,183,109)		Id63		Sortable	
rgb(247,183,109)	44.9	Id64	PHP	SortableBehaviorObjectBuilderModifier.php	44.9
rgb(247,185,109)	34.4	Id65	PHP	SortableBehaviorPeerBuilderModifier.php	34.4
rgb(247,185,109)	31.9	Id66	PHP	SortableBehaviorQueryBuilderModifier.php	31.9
rgb(247,187,109)	21.1	Id67	PHP	SortableBehavior.php	21.1
rgb(247,187,109)	14.7	Id68	PHP	SortableBehaviorTableMapBuilderModifier.php	14.7
rgb(247,189,109)		Id69		templates	
rgb(247,189,109)	7.0	Id70	PHP	tableMapSortable.php	7.0
rgb(247,192,109)		Id71		I18n	
rgb(247,192,109)	35.0	Id72	PHP	I18nBehavior.php	35.0
rgb(247,194,109)	32.4	Id73	PHP	I18nBehaviorObjectBuilderModifier.php	32.4
rgb(247,194,109)	19.6	Id74	PHP	I18nBehaviorQueryBuilderModifier.php	19.6
rgb(247,196,109)		Id75		templates	
rgb(247,196,109)	14.3	Id76	PHP	objectGetTranslation.php	14.3
rgb(247,199,109)	12.7	Id77	PHP	objectRemoveTranslation.php	12.7
rgb(247,199,109)	9.2	Id78	PHP	queryJoinWithI18n.php	9.2
rgb(247,201,109)	8.7	Id79	PHP	queryJoinI18n.php	8.7
rgb(247,201,109)	8.7	Id80	PHP	objectSetTranslation.php	8.7
rgb(247,203,109)	8.2	Id81	PHP	queryUseI18nQuery.php	8.2
rgb(247,203,109)	7.6	Id82	PHP	objectTranslatedColumnSetter.php	7.6
rgb(247,206,109)	7.6	Id83	PHP	objectSetLocale.php	7.6
rgb(247,206,109)	7.0	Id84	PHP	objectGetLocaleAlias.php	7.0
rgb(247,208,109)	7.0	Id85	PHP	objectGetLocale.php	7.0
rgb(247,208,109)	7.0	Id86	PHP	objectTranslatedColumnGetter.php	7.0
rgb(247,210,109)	7.0	Id87	PHP	objectSetLocaleAlias.php	7.0
rgb(247,210,109)	7.0	Id88	PHP	objectGetCurrentTranslation.php	7.0
rgb(247,212,109)	6.2	Id89	PHP	objectPostDelete.php	6.2
rgb(247,212,109)	5.3	Id90	PHP	objectAttributes.php	5.3
rgb(247,215,109)	5.3	Id91	PHP	objectClearReferences.php	5.3
rgb(247,215,109)	4.0	Id92	PHP	staticAttributes.php	4.0
rgb(247,217,109)		Id93		QueryCache	
rgb(247,217,109)	34.5	Id94	PHP	QueryCacheBehavior.php	34.5
rgb(247,219,109)		Id95		Sluggable	
rgb(247,219,109)	34.3	Id96	PHP	SluggableBehavior.php	34.3
rgb(247,222,109)		Id97		ConcreteInheritance	
rgb(247,222,109)	32.7	Id98	PHP	ConcreteInheritanceBehavior.php	32.7
rgb(247,224,109)	20.0	Id99	PHP	ConcreteInheritanceParentBehavior.php	20.0
rgb(247,224,109)		Id100		Validate	
rgb(247,226,109)	31.1	Id101	PHP	ValidateBehavior.php	31.1
rgb(247,228,109)		Id102		templates	
rgb(247,228,109)	17.1	Id103	PHP	objectValidate.php	17.1
rgb(247,231,109)	8.2	Id104	PHP	objectLoadValidatorMetadata.php	8.2
rgb(247,231,109)	7.0	Id105	PHP	objectGetValidationFailures.php	7.0
rgb(247,233,109)	5.3	Id106	PHP	objectAttributes.php	5.3
rgb(247,233,109)		Id107		Archivable	
rgb(247,235,109)	29.8	Id108	PHP	ArchivableBehavior.php	29.8
rgb(247,235,109)	27.5	Id109	PHP	ArchivableBehaviorObjectBuilderModifier.php	27.5
rgb(247,238,109)	24.2	Id110	PHP	ArchivableBehaviorQueryBuilderModifier.php	24.2
rgb(247,238,109)		Id111		templates	
rgb(247,240,109)	14.3	Id112	PHP	queryArchive.php	14.3
rgb(247,240,109)	13.0	Id113	PHP	objectSaveWithoutArchive.php	13.0
rgb(247,242,109)	12.4	Id114	PHP	objectPopulateFromArchive.php	12.4
rgb(247,242,109)	12.1	Id115	PHP	objectArchive.php	12.1
rgb(247,245,109)	11.8	Id116	PHP	objectPreDelete.php	11.8
rgb(247,245,109)	10.0	Id117	PHP	objectGetArchive.php	10.0
rgb(247,247,109)	10.0	Id118	PHP	queryDeleteWithoutArchive.php	10.0
rgb(247,247,109)	9.2	Id119	PHP	objectRestoreFromArchive.php	9.2
rgb(245,247,109)	7.6	Id120	PHP	queryUpdateWithoutArchive.php	7.6
rgb(245,247,109)	7.6	Id121	PHP	objectDeleteWithoutArchive.php	7.6
rgb(242,247,109)	7.0	Id122	PHP	querySetArchiveOnUpdate.php	7.0
rgb(242,247,109)	7.0	Id123	PHP	querySetArchiveOnDelete.php	7.0
rgb(240,247,109)		Id124		AggregateColumn	
rgb(240,247,109)	27.1	Id125	PHP	AggregateColumnRelationBehavior.php	27.1
rgb(238,247,109)	25.1	Id126	PHP	AggregateColumnBehavior.php	25.1
rgb(238,247,109)		Id127		templates	
rgb(235,247,109)	11.5	Id128	PHP	queryFindRelated.php	11.5
rgb(235,247,109)	10.0	Id129	PHP	objectUpdateRelated.php	10.0
rgb(233,247,109)	9.6	Id130	PHP	objectCompute.php	9.6
rgb(233,247,109)	8.7	Id131	PHP	queryUpdateRelated.php	8.7
rgb(231,247,109)	7.6	Id132	PHP	objectUpdate.php	7.6
rgb(231,247,109)		Id133		Delegate	
rgb(228,247,109)	25.7	Id134	PHP	DelegateBehavior.php	25.7
rgb(228,247,109)		Id135		Timestampable	
rgb(226,247,109)	24.3	Id136	PHP	TimestampableBehavior.php	24.3
rgb(226,247,109)		Id137		AutoAddPk	
rgb(224,247,109)	15.2	Id138	PHP	AutoAddPkBehavior.php	15.2
rgb(224,247,109)		Id139		Model	
rgb(222,247,109)	61.1	Id140	PHP	Table.php	61.1
rgb(222,247,109)	54.5	Id141	PHP	Column.php	54.5
rgb(219,247,109)	42.7	Id142	PHP	Database.php	42.7
rgb(219,247,109)	42.7	Id143	PHP	ForeignKey.php	42.7
rgb(217,247,109)		Id144		Diff	
rgb(217,247,109)	41.9	Id145	PHP	TableDiff.php	41.9
rgb(215,247,109)	32.1	Id146	PHP	TableComparator.php	32.1
rgb(215,247,109)	30.6	Id147	PHP	DatabaseDiff.php	30.6
rgb(212,247,109)	23.2	Id148	PHP	DatabaseComparator.php	23.2
rgb(212,247,109)	21.4	Id149	PHP	ColumnComparator.php	21.4
rgb(210,247,109)	20.4	Id150	PHP	ColumnDiff.php	20.4
rgb(210,247,109)	18.2	Id151	PHP	ForeignKeyComparator.php	18.2
rgb(208,247,109)	14.7	Id152	PHP	IndexComparator.php	14.7
rgb(208,247,109)	35.9	Id153	PHP	PropelTypes.php	35.9
rgb(206,247,109)	33.2	Id154	PHP	Domain.php	33.2
rgb(206,247,109)	30.8	Id155	PHP	Schema.php	30.8
rgb(203,247,109)	30.2	Id156	PHP	Behavior.php	30.2
rgb(203,247,109)	29.0	Id157	PHP	Index.php	29.0
rgb(201,247,109)	25.3	Id158	PHP	MappingModel.php	25.3
rgb(201,247,109)	22.0	Id159	PHP	ScopedMappingModel.php	22.0
rgb(199,247,109)	21.9	Id160	PHP	VendorInfo.php	21.9
rgb(199,247,109)	21.8	Id161	PHP	PhpNameGenerator.php	21.8
rgb(196,247,109)	21.5	Id162	PHP	Inheritance.php	21.5
rgb(196,247,109)	19.1	Id163	PHP	ColumnDefaultValue.php	19.1
rgb(194,247,109)	19.1	Id164	PHP	IdMethodParameter.php	19.1
rgb(194,247,109)	15.6	Id165	PHP	Unique.php	15.6
rgb(192,247,109)	14.7	Id166	PHP	ConstraintNameGenerator.php	14.7
rgb(192,247,109)	13.5	Id167	PHP	NameFactory.php	13.5
rgb(189,247,109)	10.8	Id168	PHP	NameGenerator.php	10.8
rgb(189,247,109)	8.7	Id169	PHP	IdMethod.php	8.7
rgb(187,247,109)	8.2	Id170	PHP	MappingModelInterface.php	8.2
rgb(187,247,109)		Id171		Platform	
rgb(185,247,109)	56.0	Id172	PHP	DefaultPlatform.php	56.0
rgb(185,247,109)	46.2	Id173	PHP	MysqlPlatform.php	46.2
rgb(183,247,109)	43.1	Id174	PHP	PgsqlPlatform.php	43.1
rgb(183,247,109)	38.8	Id175	PHP	OraclePlatform.php	38.8
rgb(180,247,109)	29.4	Id176	PHP	MssqlPlatform.php	29.4
rgb(180,247,109)	27.8	Id177	PHP	SqlitePlatform.php	27.8
rgb(178,247,109)	17.3	Id178	PHP	PlatformInterface.php	17.3
rgb(178,247,109)	9.6	Id179	PHP	SqlsrvPlatform.php	9.6
rgb(176,247,109)		Id180		Reverse	
rgb(176,247,109)	44.6	Id181	PHP	PgsqlSchemaParser.php	44.6
rgb(173,247,109)	38.7	Id182	PHP	MysqlSchemaParser.php	38.7
rgb(173,247,109)	31.4	Id183	PHP	OracleSchemaParser.php	31.4
rgb(171,247,109)	30.9	Id184	PHP	MssqlSchemaParser.php	30.9
rgb(171,247,109)	27.6	Id185	PHP	SqliteSchemaParser.php	27.6
rgb(169,247,109)	24.7	Id186	PHP	AbstractSchemaParser.php	24.7
rgb(169,247,109)	11.5	Id187	PHP	SchemaParserInterface.php	11.5
rgb(167,247,109)	7.6	Id188	PHP	SqlsrvSchemaParser.php	7.6
rgb(167,247,109)		Id189		Manager	
rgb(164,247,109)	35.9	Id190	PHP	MigrationManager.php	35.9
rgb(164,247,109)	32.8	Id191	PHP	AbstractManager.php	32.8
rgb(162,247,109)	27.6	Id192	PHP	SqlManager.php	27.6
rgb(162,247,109)	25.6	Id193	PHP	ModelManager.php	25.6
rgb(160,247,109)	24.1	Id194	PHP	ReverseManager.php	24.1
rgb(160,247,109)	20.7	Id195	PHP	GraphvizManager.php	20.7
rgb(157,247,109)		Id196		Util	
rgb(157,247,109)	33.8	Id197	PHP	QuickBuilder.php	33.8
rgb(155,247,109)	26.6	Id198	PHP	PhpParser.php	26.6
rgb(155,247,109)	26.3	Id199	PHP	SqlParser.php	26.3
rgb(153,247,109)	21.4	Id200	PHP	SchemaValidator.php	21.4
rgb(153,247,109)		Id201		Config	
rgb(150,247,109)	31.7	Id202	PHP	GeneratorConfig.php	31.7
rgb(148,247,109)	24.3	Id203	PHP	QuickGeneratorConfig.php	24.3
rgb(148,247,109)	23.6	Id204	PHP	ArrayToPhpConverter.php	23.6
rgb(146,247,109)	20.6	Id205	PHP	XmlToArrayConverter.php	20.6
rgb(146,247,109)	11.8	Id206	PHP	GeneratorConfigInterface.php	11.8
rgb(144,247,109)		Id207		Command	
rgb(144,247,109)	27.9	Id208	PHP	MigrationDiffCommand.php	27.9
rgb(141,247,109)	27.3	Id209	PHP	TestPrepareCommand.php	27.3
rgb(141,247,109)	26.7	Id210	PHP	MigrationDownCommand.php	26.7
rgb(139,247,109)	26.5	Id211	PHP	MigrationUpCommand.php	26.5
rgb(139,247,109)	26.5	Id212	PHP	MigrationMigrateCommand.php	26.5
rgb(137,247,109)	26.5	Id213	PHP	MigrationStatusCommand.php	26.5
rgb(137,247,109)	26.2	Id214	PHP	ModelBuildCommand.php	26.2
rgb(134,247,109)	23.3	Id215	PHP	AbstractCommand.php	23.3
rgb(134,247,109)	20.0	Id216	PHP	DatabaseReverseCommand.php	20.0
rgb(132,247,109)	19.9	Id217	PHP	ConfigConvertXmlCommand.php	19.9
rgb(132,247,109)	19.4	Id218	PHP	SqlBuildCommand.php	19.4
rgb(130,247,109)	17.7	Id219	PHP	SqlInsertCommand.php	17.7
rgb(130,247,109)	17.3	Id220	PHP	GraphvizGenerateCommand.php	17.3
rgb(128,247,109)		Id221		Exception	
rgb(128,247,109)	7.6	Id222	PHP	EngineException.php	7.6
rgb(125,247,109)	7.6	Id223	PHP	BuildException.php	7.6
rgb(125,247,109)	7.6	Id224	PHP	ExceptionInterface.php	7.6
rgb(123,247,109)	7.6	Id225	PHP	ConstraintNotFoundException.php	7.6
rgb(123,247,109)	7.6	Id226	PHP	LogicException.php	7.6
rgb(121,247,109)	7.6	Id227	PHP	ClassNotFoundException.php	7.6
rgb(121,247,109)	7.6	Id228	PHP	RuntimeException.php	7.6
rgb(118,247,109)	7.6	Id229	PHP	SchemaException.php	7.6
rgb(118,247,109)	7.6	Id230	PHP	BehaviorNotFoundException.php	7.6
rgb(116,247,109)	7.6	Id231	PHP	InvalidArgumentException.php	7.6
rgb(116,247,109)		Id232		Runtime	
rgb(114,247,109)		Id233		ActiveQuery	
rgb(114,247,109)	66.5	Id234	PHP	ModelCriteria.php	66.5
rgb(111,247,109)	58.0	Id235	PHP	Criteria.php	58.0
rgb(111,247,109)	37.8	Id236	PHP	Join.php	37.8
rgb(109,247,109)		Id237		Criterion	
rgb(109,247,109)	31.4	Id238	PHP	AbstractCriterion.php	31.4
rgb(109,247,111)	19.0	Id239	PHP	AbstractModelCriterion.php	19.0
rgb(109,247,111)	18.3	Id240	PHP	BasicCriterion.php	18.3
rgb(109,247,114)	18.2	Id241	PHP	LikeCriterion.php	18.2
rgb(109,247,114)	16.6	Id242	PHP	SeveralModelCriterion.php	16.6
rgb(109,247,116)	15.2	Id243	PHP	LikeModelCriterion.php	15.2
rgb(109,247,116)	14.7	Id244	PHP	InCriterion.php	14.7
rgb(109,247,118)	14.7	Id245	PHP	RawModelCriterion.php	14.7
rgb(109,247,118)	14.5	Id246	PHP	InModelCriterion.php	14.5
rgb(109,247,121)	14.3	Id247	PHP	RawCriterion.php	14.3
rgb(109,247,121)	13.8	Id248	PHP	BasicModelCriterion.php	13.8
rgb(109,247,123)	12.4	Id249	PHP	CustomCriterion.php	12.4
rgb(109,247,123)		Id250		Exception	
rgb(109,247,125)	8.2	Id251	PHP	InvalidValueException.php	8.2
rgb(109,247,125)	8.2	Id252	PHP	InvalidClauseException.php	8.2
rgb(109,247,128)	29.0	Id253	PHP	ModelWith.php	29.0
rgb(109,247,128)	24.3	Id254	PHP	ModelJoin.php	24.3
rgb(109,247,130)	19.4	Id255	PHP	InstancePoolTrait.php	19.4
rgb(109,247,130)	13.0	Id256	PHP	PropelQuery.php	13.0
rgb(109,247,132)		Id257		Exception	
rgb(109,247,132)	8.2	Id258	PHP	UnknownModelException.php	8.2
rgb(109,247,134)	8.2	Id259	PHP	UnknownColumnException.php	8.2
rgb(109,247,134)	8.2	Id260	PHP	UnknownRelationException.php	8.2
rgb(109,247,137)		Id261		Util	
rgb(109,247,137)	47.2	Id262	PHP	BasePeer.php	47.2
rgb(109,247,139)	34.9	Id263	PHP	PropelModelPager.php	34.9
rgb(109,247,139)	29.8	Id264	PHP	Profiler.php	29.8
rgb(109,247,141)	21.5	Id265	PHP	PropelColumnTypes.php	21.5
rgb(109,247,141)	21.0	Id266	PHP	PropelConditionalProxy.php	21.0
rgb(109,247,144)	20.6	Id267	PHP	PropelDateTime.php	20.6
rgb(109,247,144)		Id268		Connection	
rgb(109,247,146)	37.7	Id269	PHP	ConnectionWrapper.php	37.7
rgb(109,247,146)	25.3	Id270	PHP	StatementWrapper.php	25.3
rgb(109,247,148)	21.8	Id271	PHP	ConnectionManagerMasterSlave.php	21.8
rgb(109,247,148)	21.6	Id272	PHP	ProfilerConnectionWrapper.php	21.6
rgb(109,247,150)	18.8	Id273	PHP	ConnectionManagerSingle.php	18.8
rgb(109,247,150)	16.8	Id274	PHP	ConnectionFactory.php	16.8
rgb(109,247,153)	13.3	Id275	PHP	ProfilerStatementWrapper.php	13.3
rgb(109,247,153)	12.7	Id276	PHP	ConnectionInterface.php	12.7
rgb(109,247,155)	11.5	Id277	PHP	StatementInterface.php	11.5
rgb(109,247,155)	10.4	Id278	PHP	ConnectionManagerInterface.php	10.4
rgb(109,247,157)	8.7	Id279	PHP	DebugPDO.php	8.7
rgb(109,247,157)		Id280		Exception	
rgb(109,247,160)	8.2	Id281	PHP	ConnectionException.php	8.2
rgb(109,247,160)	7.6	Id282	PHP	RollbackException.php	7.6
rgb(109,247,162)	8.2	Id283	PHP	PropelPDO.php	8.2
rgb(109,247,162)		Id284		Map	
rgb(109,247,164)	37.0	Id285	PHP	TableMap.php	37.0
rgb(109,247,164)	34.7	Id286	PHP	ColumnMap.php	34.7
rgb(109,247,167)	28.7	Id287	PHP	RelationMap.php	28.7
rgb(109,247,167)	23.9	Id288	PHP	DatabaseMap.php	23.9
rgb(109,247,169)	15.2	Id289	PHP	TableMapTrait.php	15.2
rgb(109,247,169)		Id290		Exception	
rgb(109,247,171)	8.2	Id291	PHP	ColumnNotFoundException.php	8.2
rgb(109,247,171)	8.2	Id292	PHP	ForeignKeyNotFoundException.php	8.2
rgb(109,247,173)	8.2	Id293	PHP	TableNotFoundException.php	8.2
rgb(109,247,173)	8.2	Id294	PHP	RelationNotFoundException.php	8.2
rgb(109,247,176)		Id295		Adapter	
rgb(109,247,176)		Id296		Pdo	
rgb(109,247,178)	36.9	Id297	PHP	PdoAdapter.php	36.9
rgb(109,247,178)	29.5	Id298	PHP	MssqlAdapter.php	29.5
rgb(109,247,180)	25.9	Id299	PHP	OracleAdapter.php	25.9
rgb(109,247,180)	25.2	Id300	PHP	PgsqlAdapter.php	25.2
rgb(109,247,183)	22.9	Id301	PHP	MysqlAdapter.php	22.9
rgb(109,247,183)	20.4	Id302	PHP	SqlsrvAdapter.php	20.4
rgb(109,247,185)	17.1	Id303	PHP	SqliteAdapter.php	17.1
rgb(109,247,185)	16.2	Id304	PHP	PdoConnection.php	16.2
rgb(109,247,187)	10.0	Id305	PHP	PdoStatement.php	10.0
rgb(109,247,189)		Id306		MSSQL	
rgb(109,247,189)	23.4	Id307	PHP	MssqlPropelPDO.php	23.4
rgb(109,247,192)	8.2	Id308	PHP	MssqlDebugPDO.php	8.2
rgb(109,247,192)	17.5	Id309	PHP	AdapterInterface.php	17.5
rgb(109,247,194)	13.3	Id310	PHP	AdapterFactory.php	13.3
rgb(109,247,194)		Id311		Exception	
rgb(109,247,196)	8.2	Id312	PHP	ColumnNotFoundException.php	8.2
rgb(109,247,196)	8.2	Id313	PHP	AdapterException.php	8.2
rgb(109,247,199)	8.2	Id314	PHP	MalformedClauseException.php	8.2
rgb(109,247,199)	8.2	Id315	PHP	UnsupportedEncodingException.php	8.2
rgb(109,247,201)		Id316		Collection	
rgb(109,247,201)	36.8	Id317	PHP	Collection.php	36.8
rgb(109,247,203)	29.1	Id318	PHP	ObjectCollection.php	29.1
rgb(109,247,203)	27.5	Id319	PHP	OnDemandCollection.php	27.5
rgb(109,247,206)	26.1	Id320	PHP	ArrayCollection.php	26.1
rgb(109,247,206)	21.5	Id321	PHP	OnDemandIterator.php	21.5
rgb(109,247,208)		Id322		Exception	
rgb(109,247,208)	8.2	Id323	PHP	ReadOnlyModelException.php	8.2
rgb(109,247,210)	8.2	Id324	PHP	ModelNotFoundException.php	8.2
rgb(109,247,210)	8.2	Id325	PHP	UnsupportedRelationException.php	8.2
rgb(109,247,212)		Id326		ServiceContainer	
rgb(109,247,212)	35.0	Id327	PHP	StandardServiceContainer.php	35.0
rgb(109,247,215)	13.8	Id328	PHP	ServiceContainerInterface.php	13.8
rgb(109,247,215)		Id329		Parser	
rgb(109,247,217)	31.9	Id330	PHP	CsvParser.php	31.9
rgb(109,247,217)	26.5	Id331	PHP	XmlParser.php	26.5
rgb(109,247,219)	17.7	Id332	PHP	AbstractParser.php	17.7
rgb(109,247,219)	13.8	Id333	PHP	YamlParser.php	13.8
rgb(109,247,222)	13.5	Id334	PHP	JsonParser.php	13.5
rgb(109,247,222)		Id335		Formatter	
rgb(109,247,224)	29.0	Id336	PHP	AbstractFormatter.php	29.0
rgb(109,247,224)	25.8	Id337	PHP	ArrayFormatter.php	25.8
rgb(109,247,226)	23.5	Id338	PHP	ObjectFormatter.php	23.5
rgb(109,247,226)	23.0	Id339	PHP	OnDemandFormatter.php	23.0
rgb(109,247,228)	20.4	Id340	PHP	SimpleArrayFormatter.php	20.4
rgb(109,247,228)	14.0	Id341	PHP	StatementFormatter.php	14.0
rgb(109,247,231)	27.2	Id342	PHP	Propel.php	27.2
rgb(109,247,231)		Id343		ActiveRecord	
rgb(109,247,233)	20.7	Id344	PHP	NestedSetRecursiveIterator.php	20.7
rgb(109,247,233)	7.6	Id345	PHP	ActiveRecordInterface.php	7.6
rgb(109,247,235)		Id346		Validator	
rgb(109,247,235)		Id347		Constraints	
rgb(109,247,238)	14.3	Id348	PHP	UniqueValidator.php	14.3
rgb(109,247,238)	9.2	Id349	PHP	Unique.php	9.2
rgb(109,247,240)		Id350		Exception	
rgb(109,247,240)	9.6	Id351	PHP	FileNotFoundException.php	9.6
rgb(109,247,242)	7.6	Id352	PHP	BadMethodCallException.php	7.6
rgb(109,247,242)	7.6	Id353	PHP	ClassNotFoundException.php	7.6
rgb(109,247,245)	7.6	Id354	PHP	RuntimeException.php	7.6
rgb(109,247,245)	7.6	Id355	PHP	PropelException.php	7.6
rgb(109,247,247)	7.6	Id356	PHP	LogicException.php	7.6
rgb(109,247,247)	7.6	Id357	PHP	InvalidArgumentException.php	7.6
rgb(109,245,247)	7.6	Id358	PHP	ExceptionInterface.php	7.6
rgb(109,245,247)	7.6	Id359	PHP	UnexpectedValueException.php	7.6
rgb(109,242,247)		Id360		Common	
rgb(109,242,247)		Id361		Pluralizer	
rgb(109,240,247)	25.4	Id362	PHP	StandardEnglishPluralizer.php	25.4
rgb(109,240,247)	9.6	Id363	PHP	SimpleEnglishPluralizer.php	9.6
rgb(109,238,247)	8.2	Id364	PHP	PluralizerInterface.php	8.2
rgb(109,238,247)		Id365		tests	
rgb(109,235,247)		Id366		Propel	
rgb(109,235,247)		Id367		Tests	
rgb(109,233,247)		Id368		Runtime	
rgb(109,233,247)		Id369		ActiveQuery	
rgb(109,231,247)	88.8	Id370	PHP	ModelCriteriaTest.php	88.8
rgb(109,231,247)	59.5	Id371	PHP	CriteriaTest.php	59.5
rgb(109,228,247)	44.0	Id372	PHP	CriteriaMergeTest.php	44.0
rgb(109,228,247)	42.0	Id373	PHP	ModelCriteriaSelectTest.php	42.0
rgb(109,226,247)	39.5	Id374	PHP	CriteriaFluidConditionTest.php	39.5
rgb(109,226,247)	38.3	Id375	PHP	CriteriaCombineTest.php	38.3
rgb(109,224,247)	35.8	Id376	PHP	SubQueryTest.php	35.8
rgb(109,224,247)	34.0	Id377	PHP	ModelWithTest.php	34.0
rgb(109,222,247)	29.8	Id378	PHP	ModelCriteriaHooksTest.php	29.8
rgb(109,222,247)	29.0	Id379	PHP	JoinTest.php	29.0
rgb(109,219,247)		Id380		Criterion	
rgb(109,219,247)	28.1	Id381	PHP	InCriterionTest.php	28.1
rgb(109,217,247)	26.7	Id382	PHP	InModelCriterionTest.php	26.7
rgb(109,217,247)	25.5	Id383	PHP	LikeCriterionTest.php	25.5
rgb(109,215,247)	24.1	Id384	PHP	BasicCriterionTest.php	24.1
rgb(109,215,247)	22.0	Id385	PHP	LikeModelCriterionTest.php	22.0
rgb(109,212,247)	17.5	Id386	PHP	RawModelCriterionTest.php	17.5
rgb(109,212,247)	17.5	Id387	PHP	RawCriterionTest.php	17.5
rgb(109,210,247)	16.8	Id388	PHP	BasicModelCriterionTest.php	16.8
rgb(109,210,247)	16.6	Id389	PHP	SeveralModelCriterionTest.php	16.6
rgb(109,208,247)	12.7	Id390	PHP	CustomCriterionTest.php	12.7
rgb(109,208,247)	25.6	Id391	PHP	PropelQueryTest.php	25.6
rgb(109,206,247)	23.5	Id392	PHP	CriteriaFluidOperatorTest.php	23.5
rgb(109,206,247)	21.6	Id393	PHP	ModelJoinTest.php	21.6
rgb(109,203,247)	19.0	Id394	PHP	ModelCriteriaWithSchemaTest.php	19.0
