	KRAS	HRAS	BRAF	RAF1	MAP3K1	MAP3K2	MAP3K3	MAP3K4	MAP3K5	MAP2K1	MAP2K2	MAP2K3	MAP2K4	MAP2K5	MAPK1	MAPK3	MAPK4	MAPK6	MAPK7	MAPK8	MAPK9	MAPK12	MAPK14	DAB2	RASSF1	RAB25
TCGA-21-1070-01	0.4255	0.321	-0.16625	-0.409	0.1735	0.7018	-0.725666667	0.65125	2.55825	-0.511	-0.254333333	0.578333333	0.14875	-1.343833333	0.38575	-0.4865	-2.95925	-0.015	-0.155333333	0.2785	-0.626	-1.061666667	-0.0675	0.061875	-0.523166667	2.400333333
TCGA-21-1071-01	0.684083333	0.428166667	0.09675	-0.26175	0.885	1.3748	-0.4755	0.81	2.12275	-0.117	0.065166667	-0.018333333	0.221625	-0.790666667	-0.4215	-0.713	-3.5445	0.717	-0.224833333	0.0285	0.78575	-0.035	-0.14	0.267	-0.668916667	1.811166667
TCGA-21-1076-01	-0.527416667	-0.399666667	1.5315	-0.11325	-0.105	1.1541	0.141	0.48675	2.82675	-0.27375	-0.133333333	0.382166667	0.18325	-1.118	0.319625	-1.037666667	-2.99075	0.008333333	-0.140833333	-0.6365	-0.42575	-1.3805	-0.32325	1.657	-0.560416667	2.0535
TCGA-21-1077-01	-0.191	0.5225	1.0845	-0.503	-0.596	0.4274	-0.6545	0.0055	1.68675	0.301875	-0.330333333	0.229416667	0.165375	0.014	1.12225	-1.1	-1.5615	0.593333333	-0.440166667	-0.3525	0.43325	1.272	0.29775	0.264625	-0.967666667	2.576833333
TCGA-21-1078-01	-0.266833333	0.7065	0.38075	-0.1005	-0.9905	0.7909	-1.2185	0.078	3.68425	-0.55625	-0.197	0.602416667	0.842125	-0.367166667	-0.43175	-0.731333333	-1.60725	-0.1595	0.104166667	-0.432	-0.051	-2.838	-0.12625	-1.162	-1.60625	3.442666667
TCGA-21-1081-01	-0.34	0.960333333	0.502	-0.25475	-0.477	-0.1395	-0.544666667	0.37425	2.2315	-0.585375	0.380833333	0.184583333	0.116875	-1.167833333	1.003	-0.065	-3.4125	0.0475	0.512333333	-0.5805	-0.91125	-0.146666667	0.0085	0.303625	-0.651416667	3.4145
TCGA-21-5782-01																										
TCGA-21-5784-01																										
TCGA-21-5786-01																										
TCGA-21-5787-01																										
TCGA-22-0944-01	0.28575	1.766	0.40325	-0.71375	-1.1495	0.2387	-1.321333333	0.58475	2.27075	0.1495	0.2	0.430833333	0.22925	-0.958333333	-0.0405	-0.396833333	-3.508	1.230666667	0.104833333	-0.3395	-0.889	-0.057666667	-0.136	-0.99725	-1.27225	2.525166667
TCGA-22-1002-01	0.549666667	-0.3055	0.3255	-0.1	0.398	0.9675	0.249333333	0.273	2.087	-0.45325	-0.619333333	1.858	0.11925	-0.892666667	-0.061875	-0.4045	-1.296	-0.061833333	0.003666667	-0.1945	-0.78675	-1.608666667	-0.319666667	0.376	-1.225	2.101
TCGA-22-1011-01	-0.740416667	0.920833333	-0.256	0.177	0.206	0.9284	-0.224166667	0.10475	2.81425	-0.061125	0.673666667	0.848666667	-0.04075	-0.396833333	-0.056625	0.323666667	-3.46225	0.998833333	-0.4835	0.2345	-0.47025	-0.457333333	0.117583333	0.116625	-0.331666667	2.3985
TCGA-22-1012-01	1.110416667	1.621333333	1.828	-0.51775	-0.43	0.2712	-0.507	0.5805	0.9605	-0.793875	0.548166667	-0.412916667	-0.173375	-1.1575	0.6825	-0.1465	-3.2505	0.025666667	-0.066833333	-0.2005	-0.6195	-1.3635	-0.2295	-0.324375	-0.915416667	2.731166667
TCGA-22-1016-01	0.179666667	0.329	-0.16775	-0.03775	0.777	0.7717	0.3715	-0.22225	2.26575	-0.505625	0.048666667	0.558333333	0.740125	-1.1345	-0.53975	-0.187833333	-1.75	-0.167833333	-0.062666667	-0.199	-0.19575	-1.416833333	0.13575	1.3915	-0.576083333	2.269666667
TCGA-22-4591-01	0.162416667	0.0725	2.201	-0.804	-1.3525	0.7342	-1.284333333	0.43625	2.249	-0.736625	-0.8085	-0.687	0.29125	-1.385333333	0.8885	-0.812666667	-2.3455	-0.0765	-0.952	0.863	-0.169	-0.7205	0.5415	-0.632375	-0.64225	1.5715
TCGA-22-4593-01																										
TCGA-22-4595-01	1.48375	0.1565	0.56025	-0.40275	0.0385	1.3228	-1.007666667	0.2805	1.7585	-0.323	-0.166166667	-0.487916667	0.118125	-0.691	1.15275	-1.068	-0.97225	0.157333333	-0.4285	0.01	0.26	-1.808333333	0.270416667	0.381375	-0.714166667	1.0815
TCGA-22-4599-01	-0.049916667	0.788833333	0.98975	-0.28775	-1.1245	0.7273	-0.941666667	-0.46975	1.79525	-0.450875	0.421833333	-0.232	0.003875	-1.347833333	0.203875	-0.876333333	-2.7945	-0.392666667	-0.778	-0.153	-0.38575	-0.607166667	-0.67275	0.108875	-0.733333333	0.2275
TCGA-22-4601-01	-0.081166667	0.426833333	0.926	-0.2835	-1.1205	0.9753	-0.684333333	-0.3535	2.09025	0.09675	-0.472666667	0.92675	1.0485	-0.557666667	-0.7035	-0.286833333	-2.254	-0.216166667	0.095833333	0.0175	-0.1165	0.0015	-0.10625	-0.719125	-0.75775	2.8585
TCGA-22-4604-01	0.508	-0.005333333	0.43825	-0.402	-0.398	0.3284	-0.930833333	0.2915	1.74525	-0.1155	-0.098166667	-0.335333333	-0.068	-0.830666667	-0.038625	-1.279	-0.74325	0.104333333	-0.536333333	0.2685	-0.97275	-0.558333333	0.315083333	0.630125	-0.707833333	1.379333333
TCGA-22-4607-01	-0.2975	0.2425	-0.6885	-0.98275	-0.2785	-0.1492	-1.1325	-0.93975	1.70175	-0.14	-1.2205	-0.44625	-0.6315	-1.1445	-0.188375	-0.9135	-3.0065	0.609166667	-0.458166667	0.267	-0.64525	-0.889	0.305333333	-0.310125	-0.393666667	2.214333333
TCGA-22-4613-01	-2.19725	0.404	0.73225	-0.95125	-1.3405	0.2131	-1.304666667	0.183	1.08975	0.08875	-0.258166667	-0.286916667	0.149625	-0.7945	0.266125	-0.900833333	-4.3735	-0.321166667	-0.655333333	-1.1285	-1.331	-0.5158	-0.693	0.083142857	-0.90675	2.180833333
TCGA-22-5471-01																										
TCGA-22-5472-01																										
TCGA-22-5473-01																										
TCGA-22-5474-01																										
TCGA-22-5477-01																										
TCGA-22-5478-01																										
TCGA-22-5480-01																										
TCGA-22-5482-01																										
TCGA-22-5485-01																										
TCGA-22-5489-01																										
TCGA-22-5491-01																										
TCGA-22-5492-01																										
TCGA-33-4532-01	0.307333333	0.3375	1.33975	-0.40325	-0.314	0.7293	-1.8175	-0.5025	1.24925	-0.1935	-0.524166667	0.193	0.529125	-0.591666667	0.216375	-0.768833333	-3.58125	1.080333333	-0.154	0.0055	-0.33475	-0.766	0.64875	-1.21	-1.028916667	1.459166667
TCGA-33-4533-01	-0.373666667	-0.465833333	-0.9875	-0.0815	-0.864	0.527	-0.958166667	1.009	1.6775	-0.286	0.150833333	-0.447666667	0.95425	-0.7945	-0.082375	-1.514833333	0.468	-0.826	0.183333333	0.5955	0.142	-1.248666667	-0.315416667	0.87675	-1.243666667	-0.348666667
TCGA-33-4538-01	1.251833333	0.121	0.647	-0.3915	0.178	0.7716	-1.373	-0.26325	2.28875	0.039875	-0.054333333	0.45	0.78975	-0.282166667	0.064375	-1.316	-2.7875	1.0255	0.139166667	0.2635	-0.725	-0.568833333	-0.088666667	-0.026125	-1.114916667	1.543333333
TCGA-33-4547-01	0.871416667	-0.2105	0.18325	0.04525	0.8495	1.4783	-1.083166667	0.738	3.0205	-0.01025	-0.916833333	-0.352166667	-0.071625	-0.923	-0.264375	-1.367666667	-3.422	0.274333333	-0.4955	0.321	-1.0325	-1.253	-0.9415	0.230125	-1.222833333	1.5265
TCGA-33-4566-01	-0.1445	0.135333333	0.3495	-0.6235	-1.1105	0.5435	-1.364833333	-0.6205	1.4615	0.150875	0.369666667	0.669916667	-0.804	-0.6206	-0.25675	-0.7985	-2.52875	-0.222	-0.832333333	0.231	0.4815	0.268	0.533333333	0.2085	-0.962583333	2.235833333
TCGA-33-4582-01	0.010083333	0.824	0.34775	-0.58475	-1.152	1.4758	-1.088333333	-0.4435	2.0525	-0.868875	-0.327833333	0.27375	-0.03	-0.582	0.790375	-0.264166667	-3.2325	0.938333333	-0.314	0.6045	-0.63175	-1.282666667	-0.7725	-0.697428571	-1.8235	1.6255
TCGA-33-4583-01																										
TCGA-33-4586-01																										
TCGA-33-6737-01																										
TCGA-34-2596-01	0.755916667	0.990666667	2.07125	-0.69075	-0.1655	0.7181	-0.8105	-0.69575	1.006	-0.152	0.3525	0.124666667	1.07375	-0.304	0.064125	-0.932333333	-0.8475	0.029833333	0.020333333	-0.436	-0.63475	-0.899333333	-1.00925	-0.7555	-0.911333333	1.585666667
TCGA-34-2600-01	0.514166667	0.641	1.9185	-0.30825	1.3645	0.9134	-1.476	0.30825	1.16225	-0.27125	0.472333333	0.173666667	0.739625	-0.264166667	0.01825	-0.567166667	-1.30025	-0.537833333	0.020333333	0.2575	-0.884	-2.575166667	0.18725	-1.430625	-1.03775	2.968666667
TCGA-34-2608-01	-0.131	0.762666667	0.299	-0.5855	-0.458	0.9052	-0.938	-0.125	2.414	-0.38025	-0.458666667	0.042583333	0.227125	-1.3595	-0.14125	-0.617666667	-2.65725	0.364666667	-0.449	-0.226	-0.504	-0.216333333	-0.035	0.926125	-0.32725	1.738333333
TCGA-34-5231-01																										
TCGA-34-5232-01																										
TCGA-34-5234-01																										
TCGA-34-5236-01																										
TCGA-34-5239-01																										
TCGA-34-5240-01	-0.7825	-0.133166667	-0.3815	-0.51	-2.8715	0.196	-1.2545	-0.7155	1.38175	0.198	-0.084666667	-0.245	-0.462625	-0.877666667	0.276875	-0.433	-3.203	0.541666667	-0.8095	-0.221	0.02825	-0.040833333	-0.575833333	0.01325	-0.926416667	2.216333333
TCGA-34-5241-01	-1.100583333	-0.253333333	0.931	-0.89775	-3.0785	-0.3223	-1.488333333	-0.556	1.632	0.424125	-0.940666667	0.869333333	0.108375	-0.633	0.438875	-0.419666667	-1.9305	1.132833333	0.879666667	0.2365	-0.59725	0.219833333	0.122666667	0.440625	-0.542833333	2.183
TCGA-34-5927-01																										
TCGA-34-5928-01																										
TCGA-34-5929-01																										
TCGA-37-3783-01	-0.7135	-0.245666667	1.219	-1.023	0.4605	0.375	-1.576166667	0.3135	2.4925	-0.32575	-0.793333333	-0.702916667	-0.931875	-1.4955	-0.02125	-1.139833333	-2.81125	0.301333333	-1.018666667	0.462	0.17475	-1.081333333	0.476833333	-0.01	-0.5135	2.567833333
TCGA-37-3789-01	0.054416667	0.134666667	-0.27175	-0.9695	0.3265	1.2136	-1.883666667	0.68075	1.749	-0.165875	-1.064333333	-0.283833333	-0.1565	-1.37	-0.08325	-1.294333333	-2.02575	0.879666667	-0.684166667	0.89	0.18025	-0.958666667	0.281666667	-0.165125	-0.87425	1.948166667
TCGA-37-4133-01	-0.2015	0.1465	0.3725	-0.97225	-0.5925	-0.0556	-1.2	-1.784	1.18575	-0.86925	-0.887666667	-0.671416667	0.118125	-1.708833333	-0.0315	-0.593666667	-2.455	-0.476666667	-0.702166667	-0.1025	-0.16475	-0.130333333	0.345583333	-1.017875	-0.65125	3.186166667
TCGA-37-4135-01	0.434416667	-0.284	0.187	-1.20825	-1.4085	-0.5315	-1.611333333	-0.5485	0.50225	-1.036625	-1.1095	-1.00225	-1.358875	-1.0455	0.11025	-0.829	-1.66975	-0.406666667	-0.744	0.195	-1.05475	-1.800833333	0.050166667	-0.962428571	0.032	2.048333333
TCGA-37-4141-01	-0.73025	-1.857333333	0.39525	-0.805	-1.1375	0.0919	-1.4	-0.99225	-0.27	-0.620875	-1.187333333	-0.8065	0.076875	-1.538833333	0.013875	-1.359166667	-2.71225	-1.355166667	-0.6775	0.2875	0.13625	-2.133	2.644333333	-0.57475	-0.953583333	1.405833333
TCGA-37-5819-01																										
TCGA-39-5016-01	-0.765666667	0.646	0.20775	-0.31075	-0.0065	1.4117	-1.036666667	-0.074	1.937	-0.75	0.7325	0.041166667	-0.314125	-1.068833333	0.2645	-0.812666667	-3.23325	-0.114666667	-0.672333333	-0.5245	0.3125	-0.1905	-0.323916667	0.7115	-1.238166667	2.2015
TCGA-39-5019-01																										
TCGA-39-5021-01	1.556	0.582166667	0.41225	-0.9155	-0.98	0.329	-1.071333333	-0.63275	1.463	-0.451	-0.4665	0.089666667	0.1175	-1.207166667	-0.207875	-0.820333333	-2.1665	-1.3045	-0.180166667	0.058	-0.913	-0.5955	-0.373166667	0.0295	-0.720333333	1.609
TCGA-39-5022-01																										
TCGA-39-5024-01																										
TCGA-39-5027-01																										
TCGA-39-5028-01																										
TCGA-39-5029-01	-1.9915	0.715	0.991	0.31175	-1.668	1.6131	-1.173	0.66875	2.3245	0.130125	-0.2085	0.111416667	-0.312	-1.374333333	0.605125	-0.418666667	-2.37375	-0.496666667	-0.4975	-0.5025	-0.801	0.262333333	-0.498583333	0.361625	-0.86925	1.148166667
TCGA-39-5030-01	-1.353416667	0.4745	-0.238	-0.15675	-1.0985	0.7703	-0.708833333	-0.4775	2.039	-0.004125	0.379666667	0.536416667	0.02375	-1.495333333	-0.204875	-0.5725	-2.189	-1.103833333	-0.501666667	0.024	-0.18975	-0.528666667	-0.372	0.9125	-0.431	0.761166667
TCGA-39-5031-01																										
TCGA-39-5035-01	0.775333333	-0.451	-1.018	-0.27375	-0.746	0.7781	-0.339	0.84725	1.17675	-0.099625	-0.375833333	0.146666667	-0.852625	-2.084666667	-1.124125	-0.785	-2.2425	-0.465333333	-0.253833333	-0.1305	-1.3085	-1.2025	-0.321333333	-0.266285714	-0.410083333	2.074666667
TCGA-39-5036-01	-0.739083333	1.301666667	0.75475	-0.762	-1.571	0.5001	-1.359166667	-0.0375	1.36925	0.307875	-0.058833333	0.948333333	0.33825	-1.3002	1.289625	-0.326833333	-2.302	0.1635	-0.358	-0.0445	-1.13225	0.393333333	-0.046583333	-0.949714286	-0.76275	2.3035
TCGA-39-5037-01	0.129666667	1.093	0.5005	-0.60875	-1.195	0.9905	-1.420833333	-0.20675	0.68825	-0.085625	-0.590833333	0.037	-0.813625	-0.513166667	0.012	-0.880666667	-1.98875	0.738166667	-0.745333333	-0.046	-1.69775	-0.097	-0.85375	-1.3015	-0.679916667	1.994333333
TCGA-39-5039-01																										
TCGA-43-2578-01	0.872083333	-0.072	1.45025	-0.09625	-0.221	1.1389	-1.193833333	0.60475	0.5855	-0.7375	-0.374666667	1.007333333	1.045875	-0.7105	-1.095875	-0.524833333	-2.80575	-0.694666667	0.733666667	0.0765	-0.6975	-0.058333333	-0.19325	-0.12875	-0.536416667	1.088666667
TCGA-43-3394-01	1.947	0.6785	1.88875	-0.96175	-1.3485	1.0987	-1.960833333	-0.41325	1.893	0.3635	0.059666667	0.182083333	0.329875	-0.166	0.083125	-1.092833333	-2.5695	0.552666667	-0.119666667	-0.4015	0.22	0.200833333	0.265916667	-0.318125	-0.4665	2.551666667
TCGA-43-3920-01	0.351583333	-0.256	0.01175	-0.622	-0.547	0.9628	-1.6625	0.2875	2.06525	-0.592125	-0.018166667	-0.657666667	1.029875	-0.7215	-0.5345	-1.372	-2.76625	0.728166667	-0.47	-0.748	-0.69325	-0.19	-0.206083333	0.276	-0.399916667	2.514333333
TCGA-43-5668-01																										
TCGA-43-6143-01																										
TCGA-43-6647-01																										
TCGA-43-6770-01																										
TCGA-43-6771-01																										
TCGA-46-3765-01	0.423083333	1.271333333	0.50775	-0.523	-0.658	0.9295	-1.404	-0.5865	0.99575	-0.208625	0.162833333	-0.446083333	-0.172625	-0.487166667	1.133875	-0.863	-3.22625	0.478666667	-0.593333333	-0.2615	-0.35275	-0.545166667	0.259083333	0.1345	-0.417333333	2.430833333
TCGA-46-3766-01	0.20575	0.383333333	-0.49925	-0.68875	0.585	0.9048	-0.4915	0.70825	2.3625	0.109125	-0.358166667	0.16225	0.403625	-0.4495	-0.027375	-0.572666667	-2.4675	-0.408	-0.621	-0.308	-0.229	-0.910333333	-0.06725	0.896375	-0.146666667	1.291166667
TCGA-46-3767-01	0.757416667	-0.134333333	0.17625	-0.2085	1.136	1.3535	-0.797666667	0.3555	2.36975	-0.2915	-0.463166667	0.540083333	0.315375	-0.825166667	0.033875	-0.501833333	-1.584	0.218333333	-0.435	-0.242	-0.1365	-0.6225	0.10575	0.743625	-0.425	1.507166667
TCGA-46-3768-01	0.580166667	0.649	1.42425	-0.7385	-0.351	0.9843	-0.873333333	0.05925	1.62	-0.394375	0.689666667	1.30875	0.258625	-0.730666667	0.130875	-0.4705	-3.345	-0.0935	-0.6325	-0.919	0.3505	0.259	-0.619083333	-0.27175	-0.768583333	2.626
TCGA-46-3769-01	0.017666667	-1.1565	0.0385	-0.61975	-0.2555	1.365	-1.644833333	-0.33225	1.3615	-0.10325	0.180333333	0.655833333	0.6285	-1.0145	0.093125	-1.017166667	-3.4155	-0.847833333	-0.446833333	-0.098	1.02175	0.401333333	0.6135	1.292	-0.615166667	1.5995
TCGA-46-6025-01																										
TCGA-46-6026-01																										
TCGA-51-4079-01	1.266416667	1.086833333	0.1215	-0.62775	0.1325	0.1997	-1.133666667	-0.80275	2.13275	0.279625	-0.110166667	0.250666667	0.719875	-0.750166667	-0.147375	-0.8755	-3.20475	0.789333333	-0.047333333	-0.4735	-0.81175	-0.378333333	-0.103333333	0.676375	-1.340833333	2.124166667
TCGA-51-4080-01	0.496666667	1.305333333	1.37525	-1.4015	0.261	0.6529	-1.534166667	-0.2775	0.48975	-0.3675	-0.076666667	-1.21325	-0.52275	-0.69	-0.487875	-1.1325	-2.014	0.152	-1.189	-0.172	0.115	-0.0095	-0.379083333	-0.816375	-1.6985	2.443166667
TCGA-51-4081-01	1.771916667	0.896	1.37675	-0.514	0.466	0.4959	-0.645333333	-0.08725	1.68025	-0.088875	-0.255166667	0.120916667	1.00675	-0.790666667	0.45775	-1.145666667	-3.00425	0.508666667	-0.193166667	-0.327	-0.527	-0.296666667	-0.830666667	0.034125	-1.49375	1.762666667
TCGA-56-1622-01	1.564083333	0.985166667	0.19375	-0.18975	0.161	1.5921	-0.109833333	0.6505	2.56175	0.004875	0.391333333	0.59475	0.234	-0.3385	0.98275	0.4785	-3.12925	0.719666667	-0.078833333	-0.48	-0.49725	1.0535	0.158416667	-0.96525	-0.805	2.408166667
TCGA-56-5897-01																										
TCGA-56-5898-01																										
TCGA-56-6545-01																										
TCGA-56-6546-01																										
TCGA-60-2698-01	0.834	0.189	0.7005	-0.68125	-0.5885	0.6434	-1.136833333	0.36675	1.514	-0.371875	0.004	0.40775	0.282625	-1.2895	0.034875	-0.720666667	-3.061	0.282166667	0.007166667	-0.423	0.204	-0.325666667	0.224166667	0.474125	-0.416833333	2.556166667
TCGA-60-2707-01	0.458583333	0.524333333	0.01125	-0.75	0.1305	1.383	-1.264166667	-0.342	2.14725	-0.092	-0.616166667	1.352333333	0.028375	-1.047833333	0.268375	-0.164333333	-2.798	1.104	0.432666667	0.1815	-0.30175	-1.184	-0.072416667	0.976	-0.761916667	2.661833333
TCGA-60-2708-01	0.445416667	0.75	1.18675	-1.28775	0.4295	1.4651	-1.259166667	0.29875	1.5755	-0.671375	0.172833333	0.588083333	0.140125	-1.394166667	0.804375	-0.979833333	-2.66775	0.387166667	0.062833333	-0.1375	-1.09575	0.8665	0.072416667	0.9685	-1.048916667	0.8515
TCGA-60-2709-01																										
TCGA-60-2710-01	0.563333333	1.447166667	0.31175	-0.37025	-0.1635	0.9002	-0.907166667	0.11425	2.6755	0.33225	0.157	1.344583333	0.38125	-0.184166667	0.203875	-0.802833333	-2.7775	0.941166667	-0.497333333	0.3375	-0.1875	-0.788	0.2255	0.09125	-0.955666667	1.7275
TCGA-60-2711-01	0.157833333	1.232333333	1.767	-0.35625	-1.0315	0.9212	-1.126	1.291	2.221	0.3575	-0.117	0.714916667	-0.24875	0.2635	0.278375	-0.979333333	-0.144	0.149166667	-0.544166667	0.4735	-0.85825	-1.0075	-0.100333333	-1.224375	-1.195833333	1.9135
TCGA-60-2712-01	-0.331083333	0.6055	-0.78775	-0.59325	0.026	0.8013	-0.560833333	0.26525	1.2385	-0.44525	0.586333333	-0.112416667	0.021375	-1.096666667	-0.633125	-0.747833333	-3.11225	-1.151666667	-0.229666667	-0.128	-0.02725	-1.061166667	0.041333333	0.44175	0.245416667	2.071166667
TCGA-60-2713-01	-0.073916667	1.223833333	1.27525	-0.39825	-0.99	1.1368	-0.786333333	1.08425	2.2645	-0.018	-0.590166667	-0.257083333	0.40425	-0.1915	0.082625	-0.843666667	-1.4875	0.182333333	-0.271	-0.1875	-0.635	-2.336333333	0.020333333	0.552875	-0.512416667	1.446
TCGA-60-2715-01	-0.077666667	-0.406333333	-0.14925	-0.31775	0.583	0.7098	0.234166667	-0.0065	2.198	-0.389875	-0.440166667	0.425583333	0.653625	-1.4865	-0.476125	-0.457333333	-1.68425	-0.2275	-0.135	0.0145	-0.459	-1.503333333	-0.419083333	1.63075	-0.306666667	1.509
TCGA-60-2719-01	0.4525	1.301666667	1.03825	-0.4975	-0.4505	0.8195	-1.4865	0.56075	1.98975	0.32675	0.193166667	0.17775	0.803	0.152	0.21725	-1.6215	-2.60325	1.066666667	-0.44	0.367	-0.21325	-2.897	1.086083333	-0.0845	-0.233333333	1.145333333
TCGA-60-2720-01	0.735416667	0.487	0.4375	-0.5795	-0.2575	1.7392	-1.256666667	0.3495	2.5815	-0.761	-0.015833333	1.365416667	0.358875	-1.795	-0.2045	-1.0625	-1.567	0.226333333	0.04	0.0395	-0.1525	-0.977333333	0.045166667	1.8295	-0.45625	1.374833333
TCGA-60-2721-01	0.2805	-0.093333333	0.831	-0.35	0.1915	1.1553	-1.039333333	0.871	2.6415	-0.241625	-0.754	-0.165833333	0.118625	-0.649833333	0.20975	-0.846166667	-4.05175	0.824833333	-0.531166667	0.4325	-1.0555	-2.035166667	-0.007166667	0.343375	-0.620833333	2.571833333
TCGA-60-2722-01	0.1575	1.259166667	0.76875	-0.27025	-0.423	0.8773	-1.33	-0.12575	0.54	0.216875	-0.131166667	-2.419666667	-0.02075	-0.214333333	0.68	-0.9065	-2.2255	0.604666667	-1.075	-0.4755	-0.04975	1.368166667	0.024833333	-0.583	-0.827833333	3.185666667
