Movie_Tag,Title,Source,Publish_Date,Director,Key_Cast,Genre,Studio,Link,Description_Snippet
Avatar_Fire_and_Ash,‘Avatar: Fire And Ash’ Lights Up On Tracking With $110M+ Opening Projection – Box Office - Deadline,Deadline,11/26/25 8:00,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Kate Winslet",Sci-Fi/Fantasy,20th Century Studios,https://news.google.com/rss/articles/CBMiigFBVV95cUxOVDhCNnhhN19WTGR3R2JpWWJJSjhKRG5pYkN3RmcwOEo3T1puR3FYVkh4TmEyNkRzRmNrbUJlMGp6TGN0Zmh5Y0NCQW5MNDVhNEhkSmlHaWFzVGF3cWU1dDk2cS1keDhKUmpkWlVLMk9vOUFzYUdpRTNWcTIwYUIyME04Ty1DZ0ZMMUE?oc=5,‘Avatar: Fire And Ash’ Lights Up On Tracking With $110M+ Opening Projection – Box Office&nbsp;&nbsp;Deadline
Avatar_Fire_and_Ash,James Cameron’s Avatar: Fire and Ash has ‘Titanic-level heartbreak’ - The Independent,The Independent,12/3/25 4:22,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Kate Winslet",Sci-Fi/Fantasy,20th Century Studios,https://news.google.com/rss/articles/CBMiywFBVV95cUxOR25YSE9ZaUdZU05JbFNFS3lhUTdMRVh0djlrc1JtTEYxNVJncEF1MlJDVHdxMjFscS1ha0IycW9MZ1FfSFdSaDhiTEpRVDJpQU5EaFBkX2xxdFlGcEtFWGtTckVYT2ljd0RKVl90UGRTcnFJLU42ZWNkaklPQ0YwaGRDclZRd1h1QWk5bkhsX2VzR3lfMkFuSUUxQ0l1ZVJaZlY4UHc3VW16dkFERk1lYVpGNElDbU9mb1gyQ2hWd05lNlBWYmx3TTRMZw?oc=5,James Cameron’s Avatar: Fire and Ash has ‘Titanic-level heartbreak’&nbsp;&nbsp;The Independent
Avatar_Fire_and_Ash,Avatar: Fire And Ash Box Office: James Cameron’s Next Epic Reportedly Mounted On A Colossal Budget — Can You Guess Its Break-Even Target? - Koimoi,Koimoi,12/7/25 16:38,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Kate Winslet",Sci-Fi/Fantasy,20th Century Studios,https://news.google.com/rss/articles/CBMi-gFBVV95cUxPbFFUbnJPMF9qTlZuYTQ4a0pWUjBsUUN0cUhYUWswMnc5OXU2aW5CODhYZER0STJ4THE4OVRZbC1NSldUTS1GRXZhQ0Y5dVdscUxRSDVQcHFpSmNjZllLM3lnbkFDaUFYbjg1TFlOc0gtTE54NnhtS2d0ckFCeUozZ3EtNUs5amtGUUZRaHBjTElYSVNOYWRrODc1UXpTemFaY1h1ZEF5V1hmMGUyTzFUU0N2NDRxX3RRRnVLT21yQ2RYRHNRMk5Tb0JiVG4yRThqZXlRT1JsVGVPNjlObDJXMTZ6SElEaE1EdXdkdTNlOWNLMjBad3NzTmd30gH_AUFVX3lxTE9fTTFHaTZ4ZDdrY3NWUUlKYWZLQ3J3TDBUMGRuQ1I1OXlJTTU5NW9fUmk2dUFqbUpBRjd4bl9MazM0bFhmc1lMRFVpTU1EOVdwakNuWnktc0RYY0NZb0pTejJTeGM1Yk94ZnA1SFY2RGFVbU5rQlZ0TFRrR3RkR19PX01VU09GSGZRUU9URjVaUFlVZzZ1c20xbmJQeWJQb1dEMGtraDBMM09ZdXg2UUN5alpub1E3X2VyejJqMERqQUFva1FrRklXR0piMlBYM3N0Q2I1SXBhN1BjaEVWMXVwUVpQZDNJY2RIQzROcnQ5eTBxVjdITWg1UVY5Rjk2dw?oc=5,Avatar: Fire And Ash Box Office: James Cameron’s Next Epic Reportedly Mounted On A Colossal Budget — Can You Guess Its Break-Even Target?&nbsp;&nbsp;Koimoi
Avatar_Fire_and_Ash,Golden Globes 2026: How Avatar 3 received box office achievement nomination without any box office | Eligibility criteria explained - WION,WION,12/9/25 4:39,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Kate Winslet",Sci-Fi/Fantasy,20th Century Studios,https://news.google.com/rss/articles/CBMi9gFBVV95cUxPTkVyZkZnZVU0emxUcFJwdDlPZXAtaXRrU3l5UHJVZFM3YWJicUZyQVJzXy1kLW1relRSTTFGUDZkQlg4UEkyVHJLTkFqQUhabVFSNjU2cmdtVlpRc1ozTjQ3S1NUczVvdG1wZHhmdV9NaGVYVFVRMDlhTm9md3cxb3VOb3JpVTNKTmZJNkZUQ3haUGFnVXFFOUV2SG5XSFVDNHFGQUZqZDJQaGZQR3FGZUliWkxIclJnNTlpaU05bTdROUpnNkJuOVdjQTZVNjBjWldVNGNQY3RLd203M1dwX2cxdUJ4dDJhR0VwSENXMTE2Ul9uQkHSAfsBQVVfeXFMTXR1YmNNVW16RlRFZFRlMVp0UXFuazBnV3BSV1B5Z00yUm9qUFd2TV9FZmRLdnZ0MjhhVmViOHpvY0ZoYWJiZFBDQmZTZnQ0QjRHTllMc2U5aFNBcTlhREozMmNZTjVhb3hmTWdaaERJSk1zc25FTC1vQjIxYWJ3UTBZZmhkUmVFYlpuQzZ6MVV2RDExS1kzMnRhZVJiUkVlSHFjb1VzNjVhUnBCbVppYnBMc2tYNEcxdV9hd0ZLUHF6Yll4c2dPU1FLdEdDdWdmSGtWYU0zNXdaWHRVdWt5S1hTRE5qRXZ2MHFkNl9TZWxNcDZfd0pCM0dKVEU?oc=5,Golden Globes 2026: How Avatar 3 received box office achievement nomination without any box office | Eligibility criteria explained&nbsp;&nbsp;WION
Avatar_Fire_and_Ash,"Avatar: Fire and Ash First Reactions: An Epic, Immersive, Visual Feast that Must Be Seen in Theaters - Rotten Tomatoes",Rotten Tomatoes,12/2/25 23:59,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Kate Winslet",Sci-Fi/Fantasy,20th Century Studios,https://news.google.com/rss/articles/CBMikgFBVV95cUxNTDlpRFh6MzVhdzFIVWJiOXo3ZFhLWDkwMEc5VzFJSzlkWEdFODdkRUVpWUVjMHNNWXduV04zc2ZhdE9SbDJXaWRWdk5LaGpENDdfY2w0Xy0tY21TQk1UbkRVT2Y4ZUZzSG1CZ0xDMDVxMzdPakpJYl92ZXhsSWRYVkxhM1ZnS1Z1UUtuSUF1ZEJEQQ?oc=5,"Avatar: Fire and Ash First Reactions: An Epic, Immersive, Visual Feast that Must Be Seen in Theaters&nbsp;&nbsp;Rotten Tomatoes"
Avatar_Fire_and_Ash,Christopher Nolan’s ‘The Odyssey’ to Release Six-Minute Prologue in Theaters at 70mm Imax Screenings - Variety,Variety,12/9/25 21:28,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Kate Winslet",Sci-Fi/Fantasy,20th Century Studios,https://news.google.com/rss/articles/CBMinwFBVV95cUxQaFlPTUkxSVNaSk1XQllJem9TeENveDhxWGU0aVh0cGdIMURzZ1VLaVVIb05yZVlQd1RHY2sybFYwcC1STzRQWWM5ZWNyMGNpQnlEZDVDXzRGVDJQalVjZTBlYUJJQTVBYXhfLXc1bjVEZjFON1YxNURiWXpnR3h3SktJdmlna3RYemJ2SUdHZE9vbHBid3BSR3FDeGpIN28?oc=5,Christopher Nolan’s ‘The Odyssey’ to Release Six-Minute Prologue in Theaters at 70mm Imax Screenings&nbsp;&nbsp;Variety
Avatar_Fire_and_Ash,"Box Office: No, 'Avatar 3' Does Not Need a Huge Opening Weekend - The Outside Scoop | Scott Mendelson",The Outside Scoop | Scott Mendelson,12/4/25 1:05,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Kate Winslet",Sci-Fi/Fantasy,20th Century Studios,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQcE1LR25qRnBQb19HZ29LMEFZeHo1b3lfWnc0Q0FXSmdXTmFJUkRNcF96ZGNPbkxRU3VyYTloMVcyVDdrWmxpc0xfMl9kLTRpR0Zzb3VmUHRieXh4bE42Q3pQWjlxNk5pZ2dwcTh3Tl9JOC1QQ1BvTFpKZDZrX0dYdnh0QkFQOTM2eXRKVUhRNEdCMm9mZG9TN0taWlh4WnJVdHk0VmcwX2sweWs?oc=5,"Box Office: No, 'Avatar 3' Does Not Need a Huge Opening Weekend&nbsp;&nbsp;The Outside Scoop | Scott Mendelson"
Avatar_Fire_and_Ash,"Avatar: Fire And Ash: James Cameron Says Fatherhood Helped Bring The Film To Life, “I Remember My Anxious Teenage Years…” - Koimoi",Koimoi,12/9/25 8:06,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Kate Winslet",Sci-Fi/Fantasy,20th Century Studios,https://news.google.com/rss/articles/CBMi6gFBVV95cUxPUTVFSk4xb0JTc0NTQTNTWVRLMkFmcnJTaHEybHFrZnRKek0yYVFpZm9DdjVJZ1pNa0p6R19EVks3X2d6X3hCbnMxSnZGM3kta1hudGZxUlBxbm11MUNGZllOOFFTYTBGZWtxY0stcUhFQU50cG9HQTFEV1BQako1Qi01T05OTzhpd2dvZG44cmVCT0JZMEFkVTJXWDJSMVZKbERJY3M5V1Frc2VJbTR2dkZrcmw0Q05sY2xnYmxNVmtkcjlPeUdrcENPckhXX2lZVFNBM1NibVZPdFd2NkVWand0QWlqTVhlOGfSAe8BQVVfeXFMT2NGaU4xWFNESDdSSjhzY0ptTjc1TXlTcURLSUZLektiUVJOTmVwc2lwNExtWnpSU3ZKMWxDUG1VVXQ4eWw2M3hTbEhxRGl3SXAxV2tWcnpQTGFnSUNCN0xCOWxaZzNkODhJbVlLbnZxYUhwVXVtcHlidGNrMC1mb2lxc2VJQUxwN1kxUWU4eldobmR6ckVEQm1QeTI1eTRKSUtHd3kxd01CWkNpS1lieU96dGRNNGlxdkV5TnRBSS1PcmI5ZmxvOHdUT3RRNS1walRad1o4a0h6Q0ZfanNBUDZVd0hSMGRlMU5FMDBRWnc?oc=5,"Avatar: Fire And Ash: James Cameron Says Fatherhood Helped Bring The Film To Life, “I Remember My Anxious Teenage Years…”&nbsp;&nbsp;Koimoi"
Avatar_Fire_and_Ash,"Will ‘Zootopia 2,’ ‘Avatar: Fire and Ash’ and Other Holiday Hopefuls Salvage the 2025 Box Office? - Variety",Variety,11/24/25 8:00,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Kate Winslet",Sci-Fi/Fantasy,20th Century Studios,https://news.google.com/rss/articles/CBMioAFBVV95cUxNelJGYlBYWVZUclFjVG90V3oxS1FiTHdpc0RNb1ZEdzVxcXQ4WHlDQUZ6Q2FVdjFmeHUwUG1YaVg5RkJJZklpX3RIQWNMcWxjTjBmcmtQM25JcldRN0pwb25MUmNBYUdmYzlKdGRZRThxLU1GakRJdktSSThReXdCSUtfaUFIWEFLSDA5ZGFMQmg3LTBtWkRiVnZ1T1oxQjZw?oc=5,"Will ‘Zootopia 2,’ ‘Avatar: Fire and Ash’ and Other Holiday Hopefuls Salvage the 2025 Box Office?&nbsp;&nbsp;Variety"
Avatar_Fire_and_Ash,‘Zootopia 2’ & ‘Avatar: Fire And Ash’ And China's Box Office Future - Deadline,Deadline,11/24/25 8:00,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Kate Winslet",Sci-Fi/Fantasy,20th Century Studios,https://news.google.com/rss/articles/CBMimAFBVV95cUxOendRcW1raVVhSmdhV1ZCMHdJSTE2ZTdBb25hZzJMZ09IYzNvWmdkOGF1UGNsMy1fbFY3WWJNVjMxRzBvanB3VV91ejNTOW5RU2laaUxaUnlHWjlfaXRrR204a2VTakk4MVA5X3FBLVY5UnF2cnBMSHpKUmx5SDdibnRXZVMtbFdqZ0g0TjlrTjM1WEI3N2hzSA?oc=5,‘Zootopia 2’ & ‘Avatar: Fire And Ash’ And China's Box Office Future&nbsp;&nbsp;Deadline
Avatar_Fire_and_Ash,"'Avatar: Fire and Ash' Premieres to Enthusiastic First Reactions, Though Critics Remain Divided on Story - FanBolt",FanBolt,12/7/25 8:00,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Kate Winslet",Sci-Fi/Fantasy,20th Century Studios,https://news.google.com/rss/articles/CBMizAFBVV95cUxPMENWbUtjdmVrRFdVMkhkU3g2amt0XzVDVDJCV2Y3aEJ4UnhfQXM2eWlfWHNDR3lXc3BFQWxDLWJ2ZVlsV0N0cVBRN0tza3V1TDlkb0VvZHluZ0tCc2FWZVZYeWZSazgwTzVXcHhwRVRiWTFSVi05VEtaY05EMzVzS2VNS3B1Tm93eVpObmZnbVRBX0dxR2lOcWlWcjgzaThFekI4MXJka19NNlU0TlBydWs1cXFPcFNLTmNBRnNIb09XTEtkQVlMZnFrd24?oc=5,"'Avatar: Fire and Ash' Premieres to Enthusiastic First Reactions, Though Critics Remain Divided on Story&nbsp;&nbsp;FanBolt"
Avatar_Fire_and_Ash,'Avatar: Fire and Ash' ENDS first saga; James Cameron confirms new chapter with 'Avatar 4' and 'Avatar 5' - Times of India,Times of India,12/6/25 6:52,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Kate Winslet",Sci-Fi/Fantasy,20th Century Studios,https://news.google.com/rss/articles/CBMiogJBVV95cUxPRmI3N05IdkFycEIyVV9BeVZzNmxKUUlOMDZKbjdyWFRqOUFYSDZXVlZEcWFjTC1tam55NjRUSWxBTzc4VkNFZkE5c3BuSTYyV2lWd3o5X1Z2QnE4RENNRklQTFBTNVFEaDhtQlg1T2tTSDY5WjhWMi1hTVNvYWhXUk9GTUNfRURBQ3k2YzJvM0dFWDMxUzdJQVdhWm1MWENkcVpOVHFjek8yTVRYa3JMMHhMUXdDeHVpZFZiTjNYb0UwWG1nNVNxNEFLRkFlSVNqeDlhZXN5YTZDVGViRTNVODVpMXFVeGNDeWZ4cG02X0dHY25PcXg4OHNLcEVoYi1HZW0tT21JZmhSM2xQZkwxV3VKLXB2bkwwbWFNRElSbXdsUdIBpwJBVV95cUxOWUg0ck04QUFhaDlDV1ZiMXBhMXV6V2xsZHFaQV9pZFh3bkkzZ2xvUTA5dURFS2FEczFFMzhrRFRzc2pWaU5vcEN4ZnpWUkVLa0N4YmFubDEwRWtYYXdBLUZIbmZjSjYzTzh3SHVfZlhxYXl5YWpLOUNUaV9tSV8tUGZtc00zQzBFNkdRaWNzd0JyTEJRQXRseHFQSk44TkxyZ1E0MDVxbGZmSHhpMXVKZmVCRGYxWEhQZ0pueXktMmh0VkJxeGo4Q0UwaDF4SXNrY2lyTkwyeTBuaXVjTE5fNGhwTlBNbC1lUDZFM2Etek84ajdhVE11bDIweTVYb3ZoZmpRNmU4SFQ2cmIzc1I3R3htUjZwUFQxaE1DbjVsck1fMzNOMGhV?oc=5,'Avatar: Fire and Ash' ENDS first saga; James Cameron confirms new chapter with 'Avatar 4' and 'Avatar 5'&nbsp;&nbsp;Times of India
Avatar_Fire_and_Ash,First Avatar: Fire & Ash Box Office Projections Revealed - Screen Rant,Screen Rant,11/26/25 8:00,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Kate Winslet",Sci-Fi/Fantasy,20th Century Studios,https://news.google.com/rss/articles/CBMigwFBVV95cUxORTdnRmF1cTAxZzdkd2t4Z19uNDVKc05tenhVVHBnMHBiTUJ0TFNZdGtFNms3N3VKSUlxckRaZjhKc2RUdE5mandkMEhJdXQzV1Z5QlBxNkoybzRsMTBtUXNWZFVUWU54ZlZLZmZMNVpTb2VpcjV0UFpaUFlKTG56UHluNA?oc=5,First Avatar: Fire & Ash Box Office Projections Revealed&nbsp;&nbsp;Screen Rant
Avatar_Fire_and_Ash,Golden Globes Nominations: Biggest Snubs Include ‘Wicked: For Good’ And ‘Avatar: Fire And Ash’ - Forbes,Forbes,12/8/25 15:43,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Kate Winslet",Sci-Fi/Fantasy,20th Century Studios,https://news.google.com/rss/articles/CBMi0AFBVV95cUxOaE5zT1hfTTBLdDhQSDJGU0FRb0UtTV93eWE1VVk3alFlcFNyTHNIeDFNN2ZQak93T1o1Um5WNElabGUxbDI1MWVJQl8xSU8tRnlha0hCV1lyNmxvdnF6ZDgwallaTGVzaTRVem85bkUzYmZHQjQwLUpjbmtaN2xHcFlsdkRseHFkbFo2UTNORzQzcWpfYjdSZWtxM1RZYURQc0FhdFVoWk5MLVhoeEVFRzZENFVJZlJYZlRZUTVFNGNHVzJ3MExVcTZxZUxKTkNZ?oc=5,Golden Globes Nominations: Biggest Snubs Include ‘Wicked: For Good’ And ‘Avatar: Fire And Ash’&nbsp;&nbsp;Forbes
